"","CancerType","Pathway","Gene"
"820","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"821","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"822","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"823","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"824","LAML","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"825","LAML","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"826","LAML","Phosphatidylinositol Phosphate Metabolism","FIG4"
"827","LAML","Phosphatidylinositol Phosphate Metabolism","VAC14"
"828","LAML","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"829","LAML","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"830","LAML","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"831","LAML","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"832","LAML","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"833","LAML","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"834","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"835","LAML","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"836","LAML","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"837","LAML","Phosphatidylinositol Phosphate Metabolism","PTEN"
"838","LAML","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"839","LGG","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"840","LGG","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"841","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"842","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"843","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"844","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"845","LGG","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"846","LGG","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"847","LGG","Phosphatidylinositol Phosphate Metabolism","FIG4"
"848","LGG","Phosphatidylinositol Phosphate Metabolism","VAC14"
"849","LGG","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"850","LGG","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"851","LGG","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"852","LGG","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"853","LGG","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"854","LGG","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"855","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"856","LGG","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"857","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"858","LGG","Phosphatidylinositol Phosphate Metabolism","PTEN"
"859","LGG","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"860","LGG","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"861","LGG","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"862","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"863","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"864","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"865","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"866","LGG","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"867","LGG","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"868","LGG","Phosphatidylinositol Phosphate Metabolism","FIG4"
"869","LGG","Phosphatidylinositol Phosphate Metabolism","VAC14"
"870","LGG","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"871","LGG","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"872","LGG","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"873","LGG","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"874","LGG","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"875","LGG","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"876","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"877","LGG","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"878","LGG","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"879","LGG","Phosphatidylinositol Phosphate Metabolism","PTEN"
"880","LGG","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"881","LIHC","Nucleotide Excision Repair ","ERCC2"
"882","LIHC","Nucleotide Excision Repair ","POLR1A"
"883","LIHC","Nucleotide Excision Repair ","ERCC4"
"884","LIHC","Nucleotide Excision Repair ","PAPD7"
"885","LIHC","Nucleotide Excision Repair ","POLE"
"886","LIHC","Nucleotide Excision Repair ","LIG1"
"887","LIHC","Nucleotide Excision Repair ","ERCC2"
"888","LIHC","Nucleotide Excision Repair ","POLR1A"
"889","LIHC","Nucleotide Excision Repair ","ERCC4"
"890","LIHC","Nucleotide Excision Repair ","PAPD7"
"891","LIHC","Nucleotide Excision Repair ","POLE"
"892","LIHC","Nucleotide Excision Repair ","LIG1"
"893","LIHC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"894","LIHC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"895","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"896","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"897","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"898","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"899","LIHC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"900","LIHC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"901","LIHC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"902","LIHC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"903","LIHC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"904","LIHC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"905","LIHC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"906","LIHC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"907","LIHC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"908","LIHC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"909","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"910","LIHC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"911","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"912","LIHC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"913","LIHC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"914","LIHC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"915","LIHC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"916","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"917","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"918","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"919","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"920","LIHC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"921","LIHC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"922","LIHC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"923","LIHC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"924","LIHC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"925","LIHC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"926","LIHC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"927","LIHC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"928","LIHC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"929","LIHC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"930","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"931","LIHC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"932","LIHC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"933","LIHC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"934","LIHC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"935","LIHC","Trehalose Degradation","TREH"
"936","LIHC","Trehalose Degradation","SLC5A1"
"937","LIHC","Trehalose Degradation","SLC2A2"
"938","LIHC","Trehalose Degradation","GCK"
"939","LIHC","Trehalose Degradation","ATP1A1"
"940","LIHC","Trehalose Degradation","ATP1A2"
"941","LIHC","Trehalose Degradation","ATP1A3"
"942","LIHC","Trehalose Degradation","ATP1A4"
"943","LIHC","Trehalose Degradation","ATP1B1"
"944","LIHC","Trehalose Degradation","ATP1B2"
"945","LIHC","Trehalose Degradation","ATP1B3"
"946","LIHC","Trehalose Degradation","FXYD2"
"947","LIHC","Trehalose Degradation","TREH"
"948","LIHC","Trehalose Degradation","SLC5A1"
"949","LIHC","Trehalose Degradation","SLC2A2"
"950","LIHC","Trehalose Degradation","GCK"
"951","LIHC","Trehalose Degradation","ATP1A1"
"952","LIHC","Trehalose Degradation","ATP1A2"
"953","LIHC","Trehalose Degradation","ATP1A3"
"954","LIHC","Trehalose Degradation","ATP1A4"
"955","LIHC","Trehalose Degradation","ATP1B1"
"956","LIHC","Trehalose Degradation","ATP1B2"
"957","LIHC","Trehalose Degradation","ATP1B3"
"958","LIHC","Trehalose Degradation","FXYD2"
"959","LUAD","Nucleotide Excision Repair ","ERCC2"
"960","LUAD","Nucleotide Excision Repair ","POLR1A"
"961","LUAD","Nucleotide Excision Repair ","ERCC4"
"962","LUAD","Nucleotide Excision Repair ","PAPD7"
"963","LUAD","Nucleotide Excision Repair ","POLE"
"964","LUAD","Nucleotide Excision Repair ","LIG1"
"965","LUAD","Nucleotide Excision Repair ","ERCC2"
"966","LUAD","Nucleotide Excision Repair ","POLR1A"
"967","LUAD","Nucleotide Excision Repair ","ERCC4"
"968","LUAD","Nucleotide Excision Repair ","PAPD7"
"969","LUAD","Nucleotide Excision Repair ","POLE"
"970","LUAD","Nucleotide Excision Repair ","LIG1"
"971","LUAD","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"972","LUAD","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"973","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"974","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"975","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"976","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"977","LUAD","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"978","LUAD","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"979","LUAD","Phosphatidylinositol Phosphate Metabolism","FIG4"
"980","LUAD","Phosphatidylinositol Phosphate Metabolism","VAC14"
"981","LUAD","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"982","LUAD","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"983","LUAD","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"984","LUAD","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"985","LUAD","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"986","LUAD","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"987","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"988","LUAD","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"989","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"990","LUAD","Phosphatidylinositol Phosphate Metabolism","PTEN"
"991","LUAD","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"992","LUAD","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"993","LUAD","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"994","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"995","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"996","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"997","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"998","LUAD","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"999","LUAD","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1000","LUAD","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1001","LUAD","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1002","LUAD","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1003","LUAD","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1004","LUAD","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1005","LUAD","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1006","LUAD","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1007","LUAD","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1008","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1009","LUAD","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1010","LUAD","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1011","LUAD","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1012","LUAD","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1013","LUSC","Nucleotide Excision Repair ","ERCC2"
"1014","LUSC","Nucleotide Excision Repair ","POLR1A"
"1015","LUSC","Nucleotide Excision Repair ","ERCC4"
"1016","LUSC","Nucleotide Excision Repair ","PAPD7"
"1017","LUSC","Nucleotide Excision Repair ","POLE"
"1018","LUSC","Nucleotide Excision Repair ","LIG1"
"1019","LUSC","Nucleotide Excision Repair ","ERCC2"
"1020","LUSC","Nucleotide Excision Repair ","POLR1A"
"1021","LUSC","Nucleotide Excision Repair ","ERCC4"
"1022","LUSC","Nucleotide Excision Repair ","PAPD7"
"1023","LUSC","Nucleotide Excision Repair ","POLE"
"1024","LUSC","Nucleotide Excision Repair ","LIG1"
"1025","LUSC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"1026","LUSC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"1027","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"1028","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"1029","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"1030","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"1031","LUSC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"1032","LUSC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1033","LUSC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1034","LUSC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1035","LUSC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1036","LUSC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1037","LUSC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1038","LUSC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1039","LUSC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1040","LUSC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1041","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1042","LUSC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1043","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1044","LUSC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1045","LUSC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1046","LUSC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"1047","LUSC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"1048","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"1049","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"1050","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"1051","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"1052","LUSC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"1053","LUSC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1054","LUSC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1055","LUSC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1056","LUSC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1057","LUSC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1058","LUSC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1059","LUSC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1060","LUSC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1061","LUSC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1062","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1063","LUSC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1064","LUSC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1065","LUSC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1066","LUSC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1067","MBL","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"1068","MBL","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"1069","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"1070","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"1071","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"1072","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"1073","MBL","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"1074","MBL","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1075","MBL","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1076","MBL","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1077","MBL","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1078","MBL","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1079","MBL","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1080","MBL","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1081","MBL","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1082","MBL","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1083","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1084","MBL","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1085","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1086","MBL","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1087","MBL","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1088","MBL","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"1089","MBL","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"1090","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"1091","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"1092","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"1093","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"1094","MBL","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"1095","MBL","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1096","MBL","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1097","MBL","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1098","MBL","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1099","MBL","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1100","MBL","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1101","MBL","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1102","MBL","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1103","MBL","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1104","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1105","MBL","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1106","MBL","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1107","MBL","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1108","MBL","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1109","MESO","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"1110","MESO","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"1111","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"1112","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"1113","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"1114","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"1115","MESO","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"1116","MESO","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1117","MESO","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1118","MESO","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1119","MESO","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1120","MESO","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1121","MESO","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1122","MESO","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1123","MESO","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1124","MESO","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1125","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1126","MESO","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1127","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1128","MESO","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1129","MESO","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1130","MESO","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"1131","MESO","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"1132","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"1133","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"1134","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"1135","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"1136","MESO","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"1137","MESO","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1138","MESO","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1139","MESO","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1140","MESO","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1141","MESO","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1142","MESO","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1143","MESO","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1144","MESO","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1145","MESO","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1146","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1147","MESO","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1148","MESO","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1149","MESO","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1150","MESO","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1151","NSCLC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"1152","NSCLC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"1153","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"1154","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"1155","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"1156","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"1157","NSCLC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"1158","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1159","NSCLC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1160","NSCLC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1161","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1162","NSCLC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1163","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1164","NSCLC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1165","NSCLC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1166","NSCLC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1167","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1168","NSCLC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1169","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1170","NSCLC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1171","NSCLC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1172","NSCLC","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"1173","NSCLC","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"1174","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"1175","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"1176","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"1177","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"1178","NSCLC","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"1179","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1180","NSCLC","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1181","NSCLC","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1182","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1183","NSCLC","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1184","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1185","NSCLC","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1186","NSCLC","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1187","NSCLC","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1188","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1189","NSCLC","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1190","NSCLC","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1191","NSCLC","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1192","NSCLC","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1193","OS","Phosphatidylinositol Phosphate Metabolism","CDIPT"
"1194","OS","Phosphatidylinositol Phosphate Metabolism","SYNJ1"
"1195","OS","Phosphatidylinositol Phosphate Metabolism","PIK3CA"
"1196","OS","Phosphatidylinositol Phosphate Metabolism","PIK3R1"
"1197","OS","Phosphatidylinositol Phosphate Metabolism","PIK3C3"
"1198","OS","Phosphatidylinositol Phosphate Metabolism","PIK3R4"
"1199","OS","Phosphatidylinositol Phosphate Metabolism","AMBRA1"
"1200","OS","Phosphatidylinositol Phosphate Metabolism","PIKFYVE"
"1201","OS","Phosphatidylinositol Phosphate Metabolism","FIG4"
"1202","OS","Phosphatidylinositol Phosphate Metabolism","VAC14"
"1203","OS","Phosphatidylinositol Phosphate Metabolism","PIP5K1A"
"1204","OS","Phosphatidylinositol Phosphate Metabolism","INPP4B"
"1205","OS","Phosphatidylinositol Phosphate Metabolism","PIP4K2A"
"1206","OS","Phosphatidylinositol Phosphate Metabolism","INPP5D"
"1207","OS","Phosphatidylinositol Phosphate Metabolism","INPP5E"
"1208","OS","Phosphatidylinositol Phosphate Metabolism","PI4KA"
"1209","OS","Phosphatidylinositol Phosphate Metabolism","PIK3C2A"
"1210","OS","Phosphatidylinositol Phosphate Metabolism","ERBB2"
"1211","OS","Phosphatidylinositol Phosphate Metabolism","PIK3CD"
"1212","OS","Phosphatidylinositol Phosphate Metabolism","PTEN"
"1213","OS","Phosphatidylinositol Phosphate Metabolism","PLCB1"
"1214","OS","Phosphatidylinositol Phosphate Metabolism","CDIPT"
