"","CancerType","Pathways","Gene"
"9555","NHL","HALLMARK_FATTY_ACID_METABOLISM","UROS"
"9556","NHL","HALLMARK_FATTY_ACID_METABOLISM","VNN1"
"9557","NHL","HALLMARK_FATTY_ACID_METABOLISM","XIST"
"9558","NHL","HALLMARK_FATTY_ACID_METABOLISM","YWHAH"
"9559","NHL","HALLMARK_HYPOXIA","ACKR3"
"9560","NHL","HALLMARK_HYPOXIA","ADM"
"9561","NHL","HALLMARK_HYPOXIA","ADORA2B"
"9562","NHL","HALLMARK_HYPOXIA","AK4"
"9563","NHL","HALLMARK_HYPOXIA","AKAP12"
"9564","NHL","HALLMARK_HYPOXIA","ALDOA"
"9565","NHL","HALLMARK_HYPOXIA","ALDOB"
"9566","NHL","HALLMARK_HYPOXIA","ALDOC"
"9567","NHL","HALLMARK_HYPOXIA","AMPD3"
"9568","NHL","HALLMARK_HYPOXIA","ANGPTL4"
"9569","NHL","HALLMARK_HYPOXIA","ANKZF1"
"9570","NHL","HALLMARK_HYPOXIA","ANXA2"
"9571","NHL","HALLMARK_HYPOXIA","ATF3"
"9572","NHL","HALLMARK_HYPOXIA","ATP7A"
"9573","NHL","HALLMARK_HYPOXIA","B3GALT6"
"9574","NHL","HALLMARK_HYPOXIA","B4GALNT2"
"9575","NHL","HALLMARK_HYPOXIA","BCAN"
"9576","NHL","HALLMARK_HYPOXIA","BCL2"
"9577","NHL","HALLMARK_HYPOXIA","BGN"
"9578","NHL","HALLMARK_HYPOXIA","BHLHE40"
"9579","NHL","HALLMARK_HYPOXIA","BNIP3L"
"9580","NHL","HALLMARK_HYPOXIA","BRS3"
"9581","NHL","HALLMARK_HYPOXIA","BTG1"
"9582","NHL","HALLMARK_HYPOXIA","CA12"
"9583","NHL","HALLMARK_HYPOXIA","CASP6"
"9584","NHL","HALLMARK_HYPOXIA","CAV1"
"9585","NHL","HALLMARK_HYPOXIA","CAVIN1"
"9586","NHL","HALLMARK_HYPOXIA","CAVIN3"
"9587","NHL","HALLMARK_HYPOXIA","CCN1"
"9588","NHL","HALLMARK_HYPOXIA","CCN2"
"9589","NHL","HALLMARK_HYPOXIA","CCN5"
"9590","NHL","HALLMARK_HYPOXIA","CCNG2"
"9591","NHL","HALLMARK_HYPOXIA","CDKN1A"
"9592","NHL","HALLMARK_HYPOXIA","CDKN1B"
"9593","NHL","HALLMARK_HYPOXIA","CDKN1C"
"9594","NHL","HALLMARK_HYPOXIA","CDKN1C"
"9595","NHL","HALLMARK_HYPOXIA","CHST2"
"9596","NHL","HALLMARK_HYPOXIA","CHST3"
"9597","NHL","HALLMARK_HYPOXIA","CITED2"
"9598","NHL","HALLMARK_HYPOXIA","COL5A1"
"9599","NHL","HALLMARK_HYPOXIA","CP"
"9600","NHL","HALLMARK_HYPOXIA","CSRP2"
"9601","NHL","HALLMARK_HYPOXIA","CXCR4"
"9602","NHL","HALLMARK_HYPOXIA","DCN"
"9603","NHL","HALLMARK_HYPOXIA","DDIT3"
"9604","NHL","HALLMARK_HYPOXIA","DDIT4"
"9605","NHL","HALLMARK_HYPOXIA","DPYSL4"
"9606","NHL","HALLMARK_HYPOXIA","DTNA"
"9607","NHL","HALLMARK_HYPOXIA","DUSP1"
"9608","NHL","HALLMARK_HYPOXIA","EDN2"
"9609","NHL","HALLMARK_HYPOXIA","EFNA1"
"9610","NHL","HALLMARK_HYPOXIA","EFNA3"
"9611","NHL","HALLMARK_HYPOXIA","EGFR"
"9612","NHL","HALLMARK_HYPOXIA","ENO1"
"9613","NHL","HALLMARK_HYPOXIA","ENO2"
"9614","NHL","HALLMARK_HYPOXIA","ENO3"
"9615","NHL","HALLMARK_HYPOXIA","ERO1A"
"9616","NHL","HALLMARK_HYPOXIA","ERRFI1"
"9617","NHL","HALLMARK_HYPOXIA","ETS1"
"9618","NHL","HALLMARK_HYPOXIA","EXT1"
"9619","NHL","HALLMARK_HYPOXIA","F3"
"9620","NHL","HALLMARK_HYPOXIA","FAM162A"
"9621","NHL","HALLMARK_HYPOXIA","FBP1"
"9622","NHL","HALLMARK_HYPOXIA","FOS"
"9623","NHL","HALLMARK_HYPOXIA","FOSL2"
"9624","NHL","HALLMARK_HYPOXIA","FOXO3"
"9625","NHL","HALLMARK_HYPOXIA","GAA"
"9626","NHL","HALLMARK_HYPOXIA","GALK1"
"9627","NHL","HALLMARK_HYPOXIA","GAPDH"
"9628","NHL","HALLMARK_HYPOXIA","GAPDHS"
"9629","NHL","HALLMARK_HYPOXIA","GBE1"
"9630","NHL","HALLMARK_HYPOXIA","GCK"
"9631","NHL","HALLMARK_HYPOXIA","GCNT2"
"9632","NHL","HALLMARK_HYPOXIA","GCNT2"
"9633","NHL","HALLMARK_HYPOXIA","GLRX"
"9634","NHL","HALLMARK_HYPOXIA","GPC1"
"9635","NHL","HALLMARK_HYPOXIA","GPC3"
"9636","NHL","HALLMARK_HYPOXIA","GPC4"
"9637","NHL","HALLMARK_HYPOXIA","GPI"
"9638","NHL","HALLMARK_HYPOXIA","GPI"
"9639","NHL","HALLMARK_HYPOXIA","GRHPR"
"9640","NHL","HALLMARK_HYPOXIA","GYS1"
"9641","NHL","HALLMARK_HYPOXIA","HAS1"
"9642","NHL","HALLMARK_HYPOXIA","HDLBP"
"9643","NHL","HALLMARK_HYPOXIA","HEXA"
"9644","NHL","HALLMARK_HYPOXIA","HK1"
"9645","NHL","HALLMARK_HYPOXIA","HK2"
"9646","NHL","HALLMARK_HYPOXIA","HMOX1"
"9647","NHL","HALLMARK_HYPOXIA","HOXB9"
"9648","NHL","HALLMARK_HYPOXIA","HS3ST1"
"9649","NHL","HALLMARK_HYPOXIA","HSPA5"
"9650","NHL","HALLMARK_HYPOXIA","IDS"
"9651","NHL","HALLMARK_HYPOXIA","IER3"
"9652","NHL","HALLMARK_HYPOXIA","IER3"
"9653","NHL","HALLMARK_HYPOXIA","IER3"
"9654","NHL","HALLMARK_HYPOXIA","IER3"
"9655","NHL","HALLMARK_HYPOXIA","IER3"
"9656","NHL","HALLMARK_HYPOXIA","IER3"
"9657","NHL","HALLMARK_HYPOXIA","IER3"
"9658","NHL","HALLMARK_HYPOXIA","IGFBP1"
"9659","NHL","HALLMARK_HYPOXIA","IGFBP3"
"9660","NHL","HALLMARK_HYPOXIA","IL6"
"9661","NHL","HALLMARK_HYPOXIA","ILVBL"
"9662","NHL","HALLMARK_HYPOXIA","INHA"
"9663","NHL","HALLMARK_HYPOXIA","IRS2"
"9664","NHL","HALLMARK_HYPOXIA","ISG20"
"9665","NHL","HALLMARK_HYPOXIA","JMJD6"
"9666","NHL","HALLMARK_HYPOXIA","JUN"
"9667","NHL","HALLMARK_HYPOXIA","KDELR3"
"9668","NHL","HALLMARK_HYPOXIA","KDM3A"
"9669","NHL","HALLMARK_HYPOXIA","KIF5A"
"9670","NHL","HALLMARK_HYPOXIA","KLF6"
"9671","NHL","HALLMARK_HYPOXIA","KLF7"
"9672","NHL","HALLMARK_HYPOXIA","KLHL24"
"9673","NHL","HALLMARK_HYPOXIA","LALBA"
"9674","NHL","HALLMARK_HYPOXIA","LARGE1"
"9675","NHL","HALLMARK_HYPOXIA","LDHA"
"9676","NHL","HALLMARK_HYPOXIA","LDHA"
"9677","NHL","HALLMARK_HYPOXIA","LDHC"
"9678","NHL","HALLMARK_HYPOXIA","LOX"
"9679","NHL","HALLMARK_HYPOXIA","LXN"
"9680","NHL","HALLMARK_HYPOXIA","MAFF"
"9681","NHL","HALLMARK_HYPOXIA","MAP3K1"
"9682","NHL","HALLMARK_HYPOXIA","MIF"
"9683","NHL","HALLMARK_HYPOXIA","MIF"
"9684","NHL","HALLMARK_HYPOXIA","MT1E"
"9685","NHL","HALLMARK_HYPOXIA","MT2A"
"9686","NHL","HALLMARK_HYPOXIA","MXI1"
"9687","NHL","HALLMARK_HYPOXIA","MYH9"
"9688","NHL","HALLMARK_HYPOXIA","NAGK"
"9689","NHL","HALLMARK_HYPOXIA","NCAN"
"9690","NHL","HALLMARK_HYPOXIA","NDRG1"
"9691","NHL","HALLMARK_HYPOXIA","NDST1"
"9692","NHL","HALLMARK_HYPOXIA","NDST2"
"9693","NHL","HALLMARK_HYPOXIA","NEDD4L"
"9694","NHL","HALLMARK_HYPOXIA","NFIL3"
"9695","NHL","HALLMARK_HYPOXIA","NOCT"
"9696","NHL","HALLMARK_HYPOXIA","NR3C1"
"9697","NHL","HALLMARK_HYPOXIA","P4HA1"
"9698","NHL","HALLMARK_HYPOXIA","P4HA2"
"9699","NHL","HALLMARK_HYPOXIA","PAM"
"9700","NHL","HALLMARK_HYPOXIA","PCK1"
"9701","NHL","HALLMARK_HYPOXIA","PDGFB"
"9702","NHL","HALLMARK_HYPOXIA","PDK1"
"9703","NHL","HALLMARK_HYPOXIA","PDK3"
"9704","NHL","HALLMARK_HYPOXIA","PFKFB3"
"9705","NHL","HALLMARK_HYPOXIA","PFKL"
"9706","NHL","HALLMARK_HYPOXIA","PFKP"
"9707","NHL","HALLMARK_HYPOXIA","PGAM2"
"9708","NHL","HALLMARK_HYPOXIA","PGF"
"9709","NHL","HALLMARK_HYPOXIA","PGK1"
"9710","NHL","HALLMARK_HYPOXIA","PGM1"
"9711","NHL","HALLMARK_HYPOXIA","PGM2"
"9712","NHL","HALLMARK_HYPOXIA","PHKG1"
"9713","NHL","HALLMARK_HYPOXIA","PIM1"
"9714","NHL","HALLMARK_HYPOXIA","PKLR"
"9715","NHL","HALLMARK_HYPOXIA","PKLR"
"9716","NHL","HALLMARK_HYPOXIA","PKP1"
"9717","NHL","HALLMARK_HYPOXIA","PLAC8"
"9718","NHL","HALLMARK_HYPOXIA","PLAUR"
"9719","NHL","HALLMARK_HYPOXIA","PLIN2"
"9720","NHL","HALLMARK_HYPOXIA","PNRC1"
"9721","NHL","HALLMARK_HYPOXIA","PPARGC1A"
"9722","NHL","HALLMARK_HYPOXIA","PPFIA4"
"9723","NHL","HALLMARK_HYPOXIA","PPP1R15A"
"9724","NHL","HALLMARK_HYPOXIA","PPP1R3C"
"9725","NHL","HALLMARK_HYPOXIA","PRDX5"
"9726","NHL","HALLMARK_HYPOXIA","PRKCA"
"9727","NHL","HALLMARK_HYPOXIA","PYGM"
"9728","NHL","HALLMARK_HYPOXIA","RBPJ"
"9729","NHL","HALLMARK_HYPOXIA","RORA"
"9730","NHL","HALLMARK_HYPOXIA","RRAGD"
"9731","NHL","HALLMARK_HYPOXIA","S100A4"
"9732","NHL","HALLMARK_HYPOXIA","SAP30"
"9733","NHL","HALLMARK_HYPOXIA","SCARB1"
"9734","NHL","HALLMARK_HYPOXIA","SDC2"
"9735","NHL","HALLMARK_HYPOXIA","SDC3"
"9736","NHL","HALLMARK_HYPOXIA","SDC4"
"9737","NHL","HALLMARK_HYPOXIA","SELENBP1"
"9738","NHL","HALLMARK_HYPOXIA","SERPINE1"
"9739","NHL","HALLMARK_HYPOXIA","SIAH2"
"9740","NHL","HALLMARK_HYPOXIA","SLC25A1"
"9741","NHL","HALLMARK_HYPOXIA","SLC2A1"
"9742","NHL","HALLMARK_HYPOXIA","SLC2A3"
"9743","NHL","HALLMARK_HYPOXIA","SLC2A5"
"9744","NHL","HALLMARK_HYPOXIA","SLC37A4"
"9745","NHL","HALLMARK_HYPOXIA","SLC37A4"
"9746","NHL","HALLMARK_HYPOXIA","SLC37A4"
"9747","NHL","HALLMARK_HYPOXIA","SLC6A6"
"9748","NHL","HALLMARK_HYPOXIA","SRPX"
"9749","NHL","HALLMARK_HYPOXIA","STBD1"
"9750","NHL","HALLMARK_HYPOXIA","STC1"
"9751","NHL","HALLMARK_HYPOXIA","STC2"
"9752","NHL","HALLMARK_HYPOXIA","SULT2B1"
"9753","NHL","HALLMARK_HYPOXIA","TES"
"9754","NHL","HALLMARK_HYPOXIA","TGFB3"
"9755","NHL","HALLMARK_HYPOXIA","TGFBI"
"9756","NHL","HALLMARK_HYPOXIA","TGM2"
"9757","NHL","HALLMARK_HYPOXIA","TIPARP"
"9758","NHL","HALLMARK_HYPOXIA","TKTL1"
"9759","NHL","HALLMARK_HYPOXIA","TMEM45A"
"9760","NHL","HALLMARK_HYPOXIA","TNFAIP3"
"9761","NHL","HALLMARK_HYPOXIA","TPBG"
"9762","NHL","HALLMARK_HYPOXIA","TPBG"
"9763","NHL","HALLMARK_HYPOXIA","TPD52"
"9764","NHL","HALLMARK_HYPOXIA","TPI1"
"9765","NHL","HALLMARK_HYPOXIA","TPST2"
"9766","NHL","HALLMARK_HYPOXIA","UGP2"
"9767","NHL","HALLMARK_HYPOXIA","VEGFA"
"9768","NHL","HALLMARK_HYPOXIA","VHL"
"9769","NHL","HALLMARK_HYPOXIA","VLDLR"
"9770","NHL","HALLMARK_HYPOXIA","WSB1"
"9771","NHL","HALLMARK_HYPOXIA","XPNPEP1"
"9772","NHL","HALLMARK_HYPOXIA","ZFP36"
"9773","NHL","HALLMARK_HYPOXIA","ZNF292"
"9774","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ABCC4"
"9775","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ABHD2"
"9776","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ACSL3"
"9777","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ACTN1"
"9778","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ADAMTS1"
"9779","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ADRM1"
"9780","NSCLC","HALLMARK_ANDROGEN_RESPONSE","AKAP12"
"9781","NSCLC","HALLMARK_ANDROGEN_RESPONSE","AKT1"
"9782","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ALDH1A3"
"9783","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ANKH"
"9784","NSCLC","HALLMARK_ANDROGEN_RESPONSE","APPBP2"
"9785","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ARID5B"
"9786","NSCLC","HALLMARK_ANDROGEN_RESPONSE","AZGP1"
"9787","NSCLC","HALLMARK_ANDROGEN_RESPONSE","B2M"
"9788","NSCLC","HALLMARK_ANDROGEN_RESPONSE","B2M"
"9789","NSCLC","HALLMARK_ANDROGEN_RESPONSE","B4GALT1"
"9790","NSCLC","HALLMARK_ANDROGEN_RESPONSE","BMPR1B"
"9791","NSCLC","HALLMARK_ANDROGEN_RESPONSE","CAMKK2"
"9792","NSCLC","HALLMARK_ANDROGEN_RESPONSE","CCND1"
"9793","NSCLC","HALLMARK_ANDROGEN_RESPONSE","CCND3"
"9794","NSCLC","HALLMARK_ANDROGEN_RESPONSE","CDC14B"
"9795","NSCLC","HALLMARK_ANDROGEN_RESPONSE","CDK6"
"9796","NSCLC","HALLMARK_ANDROGEN_RESPONSE","CENPN"
"9797","NSCLC","HALLMARK_ANDROGEN_RESPONSE","DBI"
"9798","NSCLC","HALLMARK_ANDROGEN_RESPONSE","DHCR24"
"9799","NSCLC","HALLMARK_ANDROGEN_RESPONSE","DNAJB9"
"9800","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ELK4"
"9801","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ELL2"
"9802","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ELOVL5"
"9803","NSCLC","HALLMARK_ANDROGEN_RESPONSE","FADS1"
"9804","NSCLC","HALLMARK_ANDROGEN_RESPONSE","FKBP5"
"9805","NSCLC","HALLMARK_ANDROGEN_RESPONSE","GNAI3"
"9806","NSCLC","HALLMARK_ANDROGEN_RESPONSE","GPD1L"
"9807","NSCLC","HALLMARK_ANDROGEN_RESPONSE","GSR"
"9808","NSCLC","HALLMARK_ANDROGEN_RESPONSE","GUCY1A1"
"9809","NSCLC","HALLMARK_ANDROGEN_RESPONSE","H1-0"
"9810","NSCLC","HALLMARK_ANDROGEN_RESPONSE","HERC3"
"9811","NSCLC","HALLMARK_ANDROGEN_RESPONSE","HERC3"
"9812","NSCLC","HALLMARK_ANDROGEN_RESPONSE","HMGCR"
"9813","NSCLC","HALLMARK_ANDROGEN_RESPONSE","HMGCS1"
"9814","NSCLC","HALLMARK_ANDROGEN_RESPONSE","HOMER2"
"9815","NSCLC","HALLMARK_ANDROGEN_RESPONSE","HPGD"
"9816","NSCLC","HALLMARK_ANDROGEN_RESPONSE","HSD17B14"
"9817","NSCLC","HALLMARK_ANDROGEN_RESPONSE","IDI1"
"9818","NSCLC","HALLMARK_ANDROGEN_RESPONSE","INPP4B"
"9819","NSCLC","HALLMARK_ANDROGEN_RESPONSE","INSIG1"
"9820","NSCLC","HALLMARK_ANDROGEN_RESPONSE","IQGAP2"
"9821","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ITGAV"
"9822","NSCLC","HALLMARK_ANDROGEN_RESPONSE","KLK2"
"9823","NSCLC","HALLMARK_ANDROGEN_RESPONSE","KLK3"
"9824","NSCLC","HALLMARK_ANDROGEN_RESPONSE","KRT19"
"9825","NSCLC","HALLMARK_ANDROGEN_RESPONSE","KRT8"
"9826","NSCLC","HALLMARK_ANDROGEN_RESPONSE","LIFR"
"9827","NSCLC","HALLMARK_ANDROGEN_RESPONSE","LMAN1"
"9828","NSCLC","HALLMARK_ANDROGEN_RESPONSE","MAF"
"9829","NSCLC","HALLMARK_ANDROGEN_RESPONSE","MAK"
"9830","NSCLC","HALLMARK_ANDROGEN_RESPONSE","MAP7"
"9831","NSCLC","HALLMARK_ANDROGEN_RESPONSE","MERTK"
"9832","NSCLC","HALLMARK_ANDROGEN_RESPONSE","MYL12A"
"9833","NSCLC","HALLMARK_ANDROGEN_RESPONSE","NCOA4"
"9834","NSCLC","HALLMARK_ANDROGEN_RESPONSE","NDRG1"
"9835","NSCLC","HALLMARK_ANDROGEN_RESPONSE","NGLY1"
"9836","NSCLC","HALLMARK_ANDROGEN_RESPONSE","NKX3-1"
"9837","NSCLC","HALLMARK_ANDROGEN_RESPONSE","PA2G4"
"9838","NSCLC","HALLMARK_ANDROGEN_RESPONSE","PDLIM5"
"9839","NSCLC","HALLMARK_ANDROGEN_RESPONSE","PGM3"
"9840","NSCLC","HALLMARK_ANDROGEN_RESPONSE","PIAS1"
"9841","NSCLC","HALLMARK_ANDROGEN_RESPONSE","PLPP1"
"9842","NSCLC","HALLMARK_ANDROGEN_RESPONSE","PMEPA1"
"9843","NSCLC","HALLMARK_ANDROGEN_RESPONSE","PTK2B"
"9844","NSCLC","HALLMARK_ANDROGEN_RESPONSE","PTPN21"
"9845","NSCLC","HALLMARK_ANDROGEN_RESPONSE","RAB4A"
"9846","NSCLC","HALLMARK_ANDROGEN_RESPONSE","RPS6KA3"
"9847","NSCLC","HALLMARK_ANDROGEN_RESPONSE","RRP12"
"9848","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SAT1"
"9849","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SCD"
"9850","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SEC24D"
"9851","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SELENOP"
"9852","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SGK1"
"9853","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SLC26A2"
"9854","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SLC38A2"
"9855","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SMS"
"9856","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SORD"
"9857","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SPCS3"
"9858","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SPDEF"
"9859","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SRF"
"9860","NSCLC","HALLMARK_ANDROGEN_RESPONSE","SRP19"
"9861","NSCLC","HALLMARK_ANDROGEN_RESPONSE","STEAP4"
"9862","NSCLC","HALLMARK_ANDROGEN_RESPONSE","STK39"
"9863","NSCLC","HALLMARK_ANDROGEN_RESPONSE","TMEM50A"
"9864","NSCLC","HALLMARK_ANDROGEN_RESPONSE","TMPRSS2"
"9865","NSCLC","HALLMARK_ANDROGEN_RESPONSE","TNFAIP8"
"9866","NSCLC","HALLMARK_ANDROGEN_RESPONSE","TPD52"
"9867","NSCLC","HALLMARK_ANDROGEN_RESPONSE","TSC22D1"
"9868","NSCLC","HALLMARK_ANDROGEN_RESPONSE","UAP1"
"9869","NSCLC","HALLMARK_ANDROGEN_RESPONSE","UBE2I"
"9870","NSCLC","HALLMARK_ANDROGEN_RESPONSE","UBE2J1"
"9871","NSCLC","HALLMARK_ANDROGEN_RESPONSE","VAPA"
"9872","NSCLC","HALLMARK_ANDROGEN_RESPONSE","XRCC5"
"9873","NSCLC","HALLMARK_ANDROGEN_RESPONSE","XRCC6"
"9874","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ZBTB10"
"9875","NSCLC","HALLMARK_ANDROGEN_RESPONSE","ZMIZ1"
"9876","NSCLC","HALLMARK_HYPOXIA","ACKR3"
"9877","NSCLC","HALLMARK_HYPOXIA","ADM"
"9878","NSCLC","HALLMARK_HYPOXIA","ADORA2B"
"9879","NSCLC","HALLMARK_HYPOXIA","AK4"
"9880","NSCLC","HALLMARK_HYPOXIA","AKAP12"
"9881","NSCLC","HALLMARK_HYPOXIA","ALDOA"
"9882","NSCLC","HALLMARK_HYPOXIA","ALDOB"
"9883","NSCLC","HALLMARK_HYPOXIA","ALDOC"
"9884","NSCLC","HALLMARK_HYPOXIA","AMPD3"
"9885","NSCLC","HALLMARK_HYPOXIA","ANGPTL4"
"9886","NSCLC","HALLMARK_HYPOXIA","ANKZF1"
"9887","NSCLC","HALLMARK_HYPOXIA","ANXA2"
"9888","NSCLC","HALLMARK_HYPOXIA","ATF3"
"9889","NSCLC","HALLMARK_HYPOXIA","ATP7A"
"9890","NSCLC","HALLMARK_HYPOXIA","B3GALT6"
"9891","NSCLC","HALLMARK_HYPOXIA","B4GALNT2"
"9892","NSCLC","HALLMARK_HYPOXIA","BCAN"
"9893","NSCLC","HALLMARK_HYPOXIA","BCL2"
"9894","NSCLC","HALLMARK_HYPOXIA","BGN"
"9895","NSCLC","HALLMARK_HYPOXIA","BHLHE40"
"9896","NSCLC","HALLMARK_HYPOXIA","BNIP3L"
"9897","NSCLC","HALLMARK_HYPOXIA","BRS3"
"9898","NSCLC","HALLMARK_HYPOXIA","BTG1"
"9899","NSCLC","HALLMARK_HYPOXIA","CA12"
"9900","NSCLC","HALLMARK_HYPOXIA","CASP6"
"9901","NSCLC","HALLMARK_HYPOXIA","CAV1"
"9902","NSCLC","HALLMARK_HYPOXIA","CAVIN1"
"9903","NSCLC","HALLMARK_HYPOXIA","CAVIN3"
"9904","NSCLC","HALLMARK_HYPOXIA","CCN1"
"9905","NSCLC","HALLMARK_HYPOXIA","CCN2"
"9906","NSCLC","HALLMARK_HYPOXIA","CCN5"
"9907","NSCLC","HALLMARK_HYPOXIA","CCNG2"
"9908","NSCLC","HALLMARK_HYPOXIA","CDKN1A"
"9909","NSCLC","HALLMARK_HYPOXIA","CDKN1B"
"9910","NSCLC","HALLMARK_HYPOXIA","CDKN1C"
"9911","NSCLC","HALLMARK_HYPOXIA","CDKN1C"
"9912","NSCLC","HALLMARK_HYPOXIA","CHST2"
"9913","NSCLC","HALLMARK_HYPOXIA","CHST3"
"9914","NSCLC","HALLMARK_HYPOXIA","CITED2"
"9915","NSCLC","HALLMARK_HYPOXIA","COL5A1"
"9916","NSCLC","HALLMARK_HYPOXIA","CP"
"9917","NSCLC","HALLMARK_HYPOXIA","CSRP2"
"9918","NSCLC","HALLMARK_HYPOXIA","CXCR4"
"9919","NSCLC","HALLMARK_HYPOXIA","DCN"
"9920","NSCLC","HALLMARK_HYPOXIA","DDIT3"
"9921","NSCLC","HALLMARK_HYPOXIA","DDIT4"
"9922","NSCLC","HALLMARK_HYPOXIA","DPYSL4"
"9923","NSCLC","HALLMARK_HYPOXIA","DTNA"
"9924","NSCLC","HALLMARK_HYPOXIA","DUSP1"
"9925","NSCLC","HALLMARK_HYPOXIA","EDN2"
"9926","NSCLC","HALLMARK_HYPOXIA","EFNA1"
"9927","NSCLC","HALLMARK_HYPOXIA","EFNA3"
"9928","NSCLC","HALLMARK_HYPOXIA","EGFR"
"9929","NSCLC","HALLMARK_HYPOXIA","ENO1"
"9930","NSCLC","HALLMARK_HYPOXIA","ENO2"
"9931","NSCLC","HALLMARK_HYPOXIA","ENO3"
"9932","NSCLC","HALLMARK_HYPOXIA","ERO1A"
"9933","NSCLC","HALLMARK_HYPOXIA","ERRFI1"
"9934","NSCLC","HALLMARK_HYPOXIA","ETS1"
"9935","NSCLC","HALLMARK_HYPOXIA","EXT1"
"9936","NSCLC","HALLMARK_HYPOXIA","F3"
"9937","NSCLC","HALLMARK_HYPOXIA","FAM162A"
"9938","NSCLC","HALLMARK_HYPOXIA","FBP1"
"9939","NSCLC","HALLMARK_HYPOXIA","FOS"
"9940","NSCLC","HALLMARK_HYPOXIA","FOSL2"
"9941","NSCLC","HALLMARK_HYPOXIA","FOXO3"
"9942","NSCLC","HALLMARK_HYPOXIA","GAA"
"9943","NSCLC","HALLMARK_HYPOXIA","GALK1"
"9944","NSCLC","HALLMARK_HYPOXIA","GAPDH"
"9945","NSCLC","HALLMARK_HYPOXIA","GAPDHS"
"9946","NSCLC","HALLMARK_HYPOXIA","GBE1"
"9947","NSCLC","HALLMARK_HYPOXIA","GCK"
"9948","NSCLC","HALLMARK_HYPOXIA","GCNT2"
"9949","NSCLC","HALLMARK_HYPOXIA","GCNT2"
"9950","NSCLC","HALLMARK_HYPOXIA","GLRX"
"9951","NSCLC","HALLMARK_HYPOXIA","GPC1"
"9952","NSCLC","HALLMARK_HYPOXIA","GPC3"
"9953","NSCLC","HALLMARK_HYPOXIA","GPC4"
"9954","NSCLC","HALLMARK_HYPOXIA","GPI"
"9955","NSCLC","HALLMARK_HYPOXIA","GPI"
"9956","NSCLC","HALLMARK_HYPOXIA","GRHPR"
"9957","NSCLC","HALLMARK_HYPOXIA","GYS1"
"9958","NSCLC","HALLMARK_HYPOXIA","HAS1"
"9959","NSCLC","HALLMARK_HYPOXIA","HDLBP"
"9960","NSCLC","HALLMARK_HYPOXIA","HEXA"
"9961","NSCLC","HALLMARK_HYPOXIA","HK1"
"9962","NSCLC","HALLMARK_HYPOXIA","HK2"
"9963","NSCLC","HALLMARK_HYPOXIA","HMOX1"
"9964","NSCLC","HALLMARK_HYPOXIA","HOXB9"
"9965","NSCLC","HALLMARK_HYPOXIA","HS3ST1"
"9966","NSCLC","HALLMARK_HYPOXIA","HSPA5"
"9967","NSCLC","HALLMARK_HYPOXIA","IDS"
"9968","NSCLC","HALLMARK_HYPOXIA","IER3"
"9969","NSCLC","HALLMARK_HYPOXIA","IER3"
"9970","NSCLC","HALLMARK_HYPOXIA","IER3"
"9971","NSCLC","HALLMARK_HYPOXIA","IER3"
"9972","NSCLC","HALLMARK_HYPOXIA","IER3"
"9973","NSCLC","HALLMARK_HYPOXIA","IER3"
"9974","NSCLC","HALLMARK_HYPOXIA","IER3"
"9975","NSCLC","HALLMARK_HYPOXIA","IGFBP1"
"9976","NSCLC","HALLMARK_HYPOXIA","IGFBP3"
"9977","NSCLC","HALLMARK_HYPOXIA","IL6"
"9978","NSCLC","HALLMARK_HYPOXIA","ILVBL"
"9979","NSCLC","HALLMARK_HYPOXIA","INHA"
"9980","NSCLC","HALLMARK_HYPOXIA","IRS2"
"9981","NSCLC","HALLMARK_HYPOXIA","ISG20"
"9982","NSCLC","HALLMARK_HYPOXIA","JMJD6"
"9983","NSCLC","HALLMARK_HYPOXIA","JUN"
"9984","NSCLC","HALLMARK_HYPOXIA","KDELR3"
"9985","NSCLC","HALLMARK_HYPOXIA","KDM3A"
"9986","NSCLC","HALLMARK_HYPOXIA","KIF5A"
"9987","NSCLC","HALLMARK_HYPOXIA","KLF6"
