"Gene","Cancer_type","Pathway","new"
"IGF1","KIRC","glycolate metabolic process","IGF1 KIRC"
"IGF1","THCA","glycolate metabolic process","IGF1 THCA"
"IGF1","PRAD","glycolate metabolic process","IGF1 PRAD"
"IGF1","UCEC","glycolate metabolic process","IGF1 UCEC"
"IGF2BP2","CESC","cold-induced thermogenesis","IGF2BP2 CESC"
"IGF2BP2","COAD","cold-induced thermogenesis","IGF2BP2 COAD"
"IGF2BP2","PAAD","cold-induced thermogenesis","IGF2BP2 PAAD"
"IGF2BP2","CHOL","cold-induced thermogenesis","IGF2BP2 CHOL"
"IGF2BP2","LUSC","cold-induced thermogenesis","IGF2BP2 LUSC"
"IGF2BP2","SKCM","cold-induced thermogenesis","IGF2BP2 SKCM"
"IGF2BP2","PANCAN","cold-induced thermogenesis","IGF2BP2 PANCAN"
"IGF2BP2","SARC","cold-induced thermogenesis","IGF2BP2 SARC"
"IGF2BP2","OS","cold-induced thermogenesis","IGF2BP2 OS"
"IGF2BP2","DLBC","cold-induced thermogenesis","IGF2BP2 DLBC"
"IGF2BP2","STAD","cold-induced thermogenesis","IGF2BP2 STAD"
"IGF2BP2","BLCA","cold-induced thermogenesis","IGF2BP2 BLCA"
"IGF2BP2","UCEC","cold-induced thermogenesis","IGF2BP2 UCEC"
"IGF2BP2","LUAD","cold-induced thermogenesis","IGF2BP2 LUAD"
"IGF2BP2","READ","cold-induced thermogenesis","IGF2BP2 READ"
"IKBKB","LUAD","IkappaB kinase activity","IKBKB LUAD"
"IKBKB","LUSC","IkappaB kinase activity","IKBKB LUSC"
"IKBKB","PANCAN","IkappaB kinase activity","IKBKB PANCAN"
"IKBKB","DLBC","IkappaB kinase activity","IKBKB DLBC"
"IKBKB","READ","IkappaB kinase activity","IKBKB READ"
"IKBKB","PAAD","IkappaB kinase activity","IKBKB PAAD"
"IKBKB","COAD","IkappaB kinase activity","IKBKB COAD"
"IKBKB","UCS","IkappaB kinase activity","IKBKB UCS"
"IKBKB","BLCA","IkappaB kinase activity","IKBKB BLCA"
"IKBKB","SKCM","IkappaB kinase activity","IKBKB SKCM"
"IKBKB","HNSC","IkappaB kinase activity","IKBKB HNSC"
"IKBKB","STAD","IkappaB kinase activity","IKBKB STAD"
"IKBKB","UCEC","IkappaB kinase activity","IKBKB UCEC"
"IKBKB","BRCA","IkappaB kinase activity","IKBKB BRCA"
"IL2","CHOL","transcription by RNA polymerase II","IL2 CHOL"
"IL2","SKCM","transcription by RNA polymerase II","IL2 SKCM"
"IL2","UCEC","transcription by RNA polymerase II","IL2 UCEC"
"IL2","LAML","transcription by RNA polymerase II","IL2 LAML"
"IL2","SARC","transcription by RNA polymerase II","IL2 SARC"
"IL2","UCS","transcription by RNA polymerase II","IL2 UCS"
"IL6ST","PAAD","glycogen metabolic process","IL6ST PAAD"
"IL6ST","UCS","glycogen metabolic process","IL6ST UCS"
"IL6ST","READ","glycogen metabolic process","IL6ST READ"
"IL6ST","SKCM","glycogen metabolic process","IL6ST SKCM"
"IL6ST","ESCA","glycogen metabolic process","IL6ST ESCA"
"IL6ST","HNSC","glycogen metabolic process","IL6ST HNSC"
"IL6ST","LIHC","glycogen metabolic process","IL6ST LIHC"
"IL6ST","CESC","glycogen metabolic process","IL6ST CESC"
"IL6ST","UCEC","glycogen metabolic process","IL6ST UCEC"
"IL6ST","DLBC","glycogen metabolic process","IL6ST DLBC"
"IL6ST","STAD","glycogen metabolic process","IL6ST STAD"
"IL6ST","OS","glycogen metabolic process","IL6ST OS"
"IL6ST","COAD","glycogen metabolic process","IL6ST COAD"
"IL6ST","PRAD","glycogen metabolic process","IL6ST PRAD"
"IL6ST","PANCAN","glycogen metabolic process","IL6ST PANCAN"
"IL6ST","KIRP","glycogen metabolic process","IL6ST KIRP"
"IL6ST","KIRC","glycogen metabolic process","IL6ST KIRC"
"IL6ST","NBL","glycogen metabolic process","IL6ST NBL"
"IL6ST","BLCA","glycogen metabolic process","IL6ST BLCA"
"IL7R","GBM","gene expression","IL7R GBM"
"IL7R","UCS","gene expression","IL7R UCS"
"IL7R","KIRC","gene expression","IL7R KIRC"
"IL7R","NHL","gene expression","IL7R NHL"
"IL7R","READ","gene expression","IL7R READ"
"IL7R","SARC","gene expression","IL7R SARC"
"IL7R","HNSC","gene expression","IL7R HNSC"
"IL7R","SKCM","gene expression","IL7R SKCM"
"IL7R","LUAD","gene expression","IL7R LUAD"
"IL7R","BLCA","gene expression","IL7R BLCA"
"IL7R","LUSC","gene expression","IL7R LUSC"
"IL7R","LAML","gene expression","IL7R LAML"
"IL7R","ESCA","gene expression","IL7R ESCA"
"IL7R","COAD","gene expression","IL7R COAD"
"IL7R","LIHC","gene expression","IL7R LIHC"
"IL7R","UCEC","gene expression","IL7R UCEC"
"IL7R","STAD","gene expression","IL7R STAD"
"IL7R","THCA","gene expression","IL7R THCA"
"IL7R","PANCAN","gene expression","IL7R PANCAN"
"INPPL1","BLCA","phosphatidylinositol dephosphorylation","INPPL1 BLCA"
"INPPL1","COAD","phosphatidylinositol dephosphorylation","INPPL1 COAD"
"INPPL1","HNSC","phosphatidylinositol dephosphorylation","INPPL1 HNSC"
"INSR","BLCA","carbohydrate metabolic process","INSR BLCA"
"ITCH","UCEC","protein autoubiquitination","ITCH UCEC"
"ITCH","BLCA","protein autoubiquitination","ITCH BLCA"
"ITCH","COAD","protein autoubiquitination","ITCH COAD"
"ITGAV","BLCA","transforming growth factor beta production","ITGAV BLCA"
"ITGAV","PANCAN","transforming growth factor beta production","ITGAV PANCAN"
"ITGAV","SKCM","transforming growth factor beta production","ITGAV SKCM"
"ITGAV","LUAD","transforming growth factor beta production","ITGAV LUAD"
"ITGAV","UCEC","transforming growth factor beta production","ITGAV UCEC"
"ITGAV","UCS","transforming growth factor beta production","ITGAV UCS"
"ITGAV","READ","transforming growth factor beta production","ITGAV READ"
"ITGAV","LUSC","transforming growth factor beta production","ITGAV LUSC"
"ITGAV","OS","transforming growth factor beta production","ITGAV OS"
"ITGAV","STAD","transforming growth factor beta production","ITGAV STAD"
"ITGAV","COAD","transforming growth factor beta production","ITGAV COAD"
"ITGAV","ESCA","transforming growth factor beta production","ITGAV ESCA"
"ITGAV","CESC","transforming growth factor beta production","ITGAV CESC"
"ITGAV","BRCA","transforming growth factor beta production","ITGAV BRCA"
"ITGAV","DLBC","transforming growth factor beta production","ITGAV DLBC"
"ITK","COAD","phosphorylation","ITK COAD"
"ITK","PAAD","phosphorylation","ITK PAAD"
"ITK","CESC","phosphorylation","ITK CESC"
"ITK","CHOL","phosphorylation","ITK CHOL"
"ITK","THCA","phosphorylation","ITK THCA"
"ITK","ESCA","phosphorylation","ITK ESCA"
"ITK","UCEC","phosphorylation","ITK UCEC"
"ITK","READ","phosphorylation","ITK READ"
"ITK","SKCM","phosphorylation","ITK SKCM"
"ITK","LUAD","phosphorylation","ITK LUAD"
"ITK","LUSC","phosphorylation","ITK LUSC"
"ITK","PANCAN","phosphorylation","ITK PANCAN"
"ITK","KIRC","phosphorylation","ITK KIRC"
"ITK","BLCA","phosphorylation","ITK BLCA"
"ITK","STAD","phosphorylation","ITK STAD"
"ITK","BRCA","phosphorylation","ITK BRCA"
"ITK","OV","phosphorylation","ITK OV"
"ITK","UCS","phosphorylation","ITK UCS"
"ITK","SARC","phosphorylation","ITK SARC"
"JAK1","ESCA","protein phosphorylation","JAK1 ESCA"
"JAK1","COAD","protein phosphorylation","JAK1 COAD"
"JAK1","SKCM","protein phosphorylation","JAK1 SKCM"
"JAK1","LIHC","protein phosphorylation","JAK1 LIHC"
"JAK1","STAD","protein phosphorylation","JAK1 STAD"
"JAK1","BRCA","protein phosphorylation","JAK1 BRCA"
"JAK1","CESC","protein phosphorylation","JAK1 CESC"
"JAK1","DLBC","protein phosphorylation","JAK1 DLBC"
"JAK1","LUAD","protein phosphorylation","JAK1 LUAD"
"JAK1","READ","protein phosphorylation","JAK1 READ"
"JAK1","PRAD","protein phosphorylation","JAK1 PRAD"
"JAK1","PANCAN","protein phosphorylation","JAK1 PANCAN"
"JAK1","UCEC","protein phosphorylation","JAK1 UCEC"
"JAK1","LUSC","protein phosphorylation","JAK1 LUSC"
"JAK1","BLCA","protein phosphorylation","JAK1 BLCA"
"JAK1","UVM","protein phosphorylation","JAK1 UVM"
"JAK1","HNSC","protein phosphorylation","JAK1 HNSC"
"JAK1","SARC","protein phosphorylation","JAK1 SARC"
"JAK1","LAML","protein phosphorylation","JAK1 LAML"
"JAK1","KIRP","protein phosphorylation","JAK1 KIRP"
"JAK2","COAD","post-translational protein modification","JAK2 COAD"
"JAK2","HNSC","post-translational protein modification","JAK2 HNSC"
"JAK2","LUAD","post-translational protein modification","JAK2 LUAD"
"JAK2","LUSC","post-translational protein modification","JAK2 LUSC"
"JAK2","SKCM","post-translational protein modification","JAK2 SKCM"
"JAK2","CESC","post-translational protein modification","JAK2 CESC"
"JAK2","ESCA","post-translational protein modification","JAK2 ESCA"
"JAK2","PAAD","post-translational protein modification","JAK2 PAAD"
"JAK2","GBM","post-translational protein modification","JAK2 GBM"
"JAK2","OS","post-translational protein modification","JAK2 OS"
"JAK2","LAML","post-translational protein modification","JAK2 LAML"
"JAK2","PANCAN","post-translational protein modification","JAK2 PANCAN"
"JAK2","BLCA","post-translational protein modification","JAK2 BLCA"
"JAK2","UCS","post-translational protein modification","JAK2 UCS"
"JAK2","KIRP","post-translational protein modification","JAK2 KIRP"
"JAK2","WT","post-translational protein modification","JAK2 WT"
"JAK2","UCEC","post-translational protein modification","JAK2 UCEC"
"JAK2","STAD","post-translational protein modification","JAK2 STAD"
"JAK2","READ","post-translational protein modification","JAK2 READ"
"JAK2","LIHC","post-translational protein modification","JAK2 LIHC"
"JAK2","CNL","post-translational protein modification","JAK2 CNL"
"JAK2","BRCA","post-translational protein modification","JAK2 BRCA"
"JAK3","STAD","peptidyl-tyrosine phosphorylation","JAK3 STAD"
"JAK3","READ","peptidyl-tyrosine phosphorylation","JAK3 READ"
"JAK3","LUAD","peptidyl-tyrosine phosphorylation","JAK3 LUAD"
"JAK3","OV","peptidyl-tyrosine phosphorylation","JAK3 OV"
"JAK3","BRCA","peptidyl-tyrosine phosphorylation","JAK3 BRCA"
"JAK3","COAD","peptidyl-tyrosine phosphorylation","JAK3 COAD"
"JAK3","UCS","peptidyl-tyrosine phosphorylation","JAK3 UCS"
"JAK3","UCEC","peptidyl-tyrosine phosphorylation","JAK3 UCEC"
"JAK3","LAML","peptidyl-tyrosine phosphorylation","JAK3 LAML"
"JAK3","SKCM","peptidyl-tyrosine phosphorylation","JAK3 SKCM"
"JAK3","ESCA","peptidyl-tyrosine phosphorylation","JAK3 ESCA"
"JAK3","DLBC","peptidyl-tyrosine phosphorylation","JAK3 DLBC"
"JAK3","CESC","peptidyl-tyrosine phosphorylation","JAK3 CESC"
"JAK3","HNSC","peptidyl-tyrosine phosphorylation","JAK3 HNSC"
"JAK3","PAAD","peptidyl-tyrosine phosphorylation","JAK3 PAAD"
"JAK3","LIHC","peptidyl-tyrosine phosphorylation","JAK3 LIHC"
"JAK3","SARC","peptidyl-tyrosine phosphorylation","JAK3 SARC"
"JAK3","LUSC","peptidyl-tyrosine phosphorylation","JAK3 LUSC"
"JAK3","PANCAN","peptidyl-tyrosine phosphorylation","JAK3 PANCAN"
"JAK3","BLCA","peptidyl-tyrosine phosphorylation","JAK3 BLCA"
"JAZF1","COAD","lipid metabolic process","JAZF1 COAD"
"JAZF1","LAML","lipid metabolic process","JAZF1 LAML"
"JAZF1","UCEC","lipid metabolic process","JAZF1 UCEC"
"JAZF1","MESO","lipid metabolic process","JAZF1 MESO"
"JAZF1","READ","lipid metabolic process","JAZF1 READ"
"JAZF1","STAD","lipid metabolic process","JAZF1 STAD"
"JAZF1","UCS","lipid metabolic process","JAZF1 UCS"
"KAT6A","SARC","histone acetylation","KAT6A SARC"
"KAT6A","BRCA","histone acetylation","KAT6A BRCA"
"KAT6A","LIHC","histone acetylation","KAT6A LIHC"
"KAT6A","PCPCG","histone acetylation","KAT6A PCPCG"
"KAT6A","BLCA","histone acetylation","KAT6A BLCA"
"KAT6A","PANCAN","histone acetylation","KAT6A PANCAN"
"KAT6A","KIRP","histone acetylation","KAT6A KIRP"
"KAT6A","LUAD","histone acetylation","KAT6A LUAD"
"KAT6A","OS","histone acetylation","KAT6A OS"
"KAT6A","GBM","histone acetylation","KAT6A GBM"
"KAT6A","HNSC","histone acetylation","KAT6A HNSC"
"KAT6A","LUSC","histone acetylation","KAT6A LUSC"
"KAT6A","UVM","histone acetylation","KAT6A UVM"
"KAT6A","OV","histone acetylation","KAT6A OV"
"KAT6A","SKCM","histone acetylation","KAT6A SKCM"
"KAT6A","PAAD","histone acetylation","KAT6A PAAD"
"KAT6A","COAD","histone acetylation","KAT6A COAD"
"KAT6A","ESCA","histone acetylation","KAT6A ESCA"
"KAT6A","LAML","histone acetylation","KAT6A LAML"
"KAT6A","CESC","histone acetylation","KAT6A CESC"
"KAT6A","MESO","histone acetylation","KAT6A MESO"
"KAT6A","KIRC","histone acetylation","KAT6A KIRC"
"KAT6A","THYM","histone acetylation","KAT6A THYM"
"KAT6A","READ","histone acetylation","KAT6A READ"
"KAT6A","STAD","histone acetylation","KAT6A STAD"
"KAT6A","UCEC","histone acetylation","KAT6A UCEC"
"KAT6A","DLBC","histone acetylation","KAT6A DLBC"
"KAT6B","BLCA","histone acetylation","KAT6B BLCA"
"KAT6B","OV","histone acetylation","KAT6B OV"
"KAT6B","CESC","histone acetylation","KAT6B CESC"
"KAT6B","READ","histone acetylation","KAT6B READ"
"KAT6B","PANCAN","histone acetylation","KAT6B PANCAN"
"KAT6B","PRAD","histone acetylation","KAT6B PRAD"
"KAT6B","LIHC","histone acetylation","KAT6B LIHC"
"KAT6B","COAD","histone acetylation","KAT6B COAD"
"KAT6B","LGG","histone acetylation","KAT6B LGG"
"KAT6B","LUSC","histone acetylation","KAT6B LUSC"
"KAT6B","KIRP","histone acetylation","KAT6B KIRP"
"KAT6B","LUAD","histone acetylation","KAT6B LUAD"
"KAT6B","GBM","histone acetylation","KAT6B GBM"
"KAT6B","ESCA","histone acetylation","KAT6B ESCA"
"KAT6B","SKCM","histone acetylation","KAT6B SKCM"
"KAT6B","BRCA","histone acetylation","KAT6B BRCA"
"KAT6B","LAML","histone acetylation","KAT6B LAML"
"KAT6B","UCEC","histone acetylation","KAT6B UCEC"
"KAT6B","STAD","histone acetylation","KAT6B STAD"
"KAT6B","MESO","histone acetylation","KAT6B MESO"
"KAT6B","PAAD","histone acetylation","KAT6B PAAD"
"KAT6B","HNSC","histone acetylation","KAT6B HNSC"
"KAT7","UCS","transcription initiation-coupled chromatin remodeling","KAT7 UCS"
"KAT7","KICH","transcription initiation-coupled chromatin remodeling","KAT7 KICH"
"KAT7","BLCA","transcription initiation-coupled chromatin remodeling","KAT7 BLCA"
"KAT7","UCEC","transcription initiation-coupled chromatin remodeling","KAT7 UCEC"
"KAT7","LUSC","transcription initiation-coupled chromatin remodeling","KAT7 LUSC"
"KAT7","STAD","transcription initiation-coupled chromatin remodeling","KAT7 STAD"
"KAT7","COAD","transcription initiation-coupled chromatin remodeling","KAT7 COAD"
"KAT7","READ","transcription initiation-coupled chromatin remodeling","KAT7 READ"
"KAT7","KIRP","transcription initiation-coupled chromatin remodeling","KAT7 KIRP"
"KAT7","PANCAN","transcription initiation-coupled chromatin remodeling","KAT7 PANCAN"
"KAT7","SKCM","transcription initiation-coupled chromatin remodeling","KAT7 SKCM"
"KAT7","LUAD","transcription initiation-coupled chromatin remodeling","KAT7 LUAD"
"KDM2A","UCEC","protein demethylation","KDM2A UCEC"
"KDM6A","BRCA","histone H3-K27 demethylation","KDM6A BRCA"
"KDM6A","PAAD","histone H3-K27 demethylation","KDM6A PAAD"
"KDM6A","GBM","histone H3-K27 demethylation","KDM6A GBM"
"KDM6A","LIHC","histone H3-K27 demethylation","KDM6A LIHC"
"KDM6A","KIRP","histone H3-K27 demethylation","KDM6A KIRP"
"KDM6A","LAML","histone H3-K27 demethylation","KDM6A LAML"
"KDM6A","UVM","histone H3-K27 demethylation","KDM6A UVM"
"KDM6A","SARC","histone H3-K27 demethylation","KDM6A SARC"
"KDM6A","CESC","histone H3-K27 demethylation","KDM6A CESC"
"KDM6A","PRAD","histone H3-K27 demethylation","KDM6A PRAD"
"KDM6A","UCS","histone H3-K27 demethylation","KDM6A UCS"
"KDM6A","STAD","histone H3-K27 demethylation","KDM6A STAD"
"KDM6A","SKCM","histone H3-K27 demethylation","KDM6A SKCM"
"KDM6A","HNSC","histone H3-K27 demethylation","KDM6A HNSC"
"KDM6A","LUAD","histone H3-K27 demethylation","KDM6A LUAD"
"KDM6A","UCEC","histone H3-K27 demethylation","KDM6A UCEC"
"KDM6A","COAD","histone H3-K27 demethylation","KDM6A COAD"
"KDM6A","LUSC","histone H3-K27 demethylation","KDM6A LUSC"
"KDM6A","ESCA","histone H3-K27 demethylation","KDM6A ESCA"
"KDM6A","DLBC","histone H3-K27 demethylation","KDM6A DLBC"
"KDM6A","READ","histone H3-K27 demethylation","KDM6A READ"
"KDM6A","PANCAN","histone H3-K27 demethylation","KDM6A PANCAN"
"KDM6A","OV","histone H3-K27 demethylation","KDM6A OV"
"KDM6A","BLCA","histone H3-K27 demethylation","KDM6A BLCA"
"KDR","HNSC","peptidyl-tyrosine phosphorylation","KDR HNSC"
"KDR","READ","peptidyl-tyrosine phosphorylation","KDR READ"
"KDR","OS","peptidyl-tyrosine phosphorylation","KDR OS"
"KDR","ESCA","peptidyl-tyrosine phosphorylation","KDR ESCA"
"KDR","BRCA","peptidyl-tyrosine phosphorylation","KDR BRCA"
"KDR","CHOL","peptidyl-tyrosine phosphorylation","KDR CHOL"
"KDR","CESC","peptidyl-tyrosine phosphorylation","KDR CESC"
"KDR","STAD","peptidyl-tyrosine phosphorylation","KDR STAD"
"KDR","PANCAN","peptidyl-tyrosine phosphorylation","KDR PANCAN"
"KDR","LUSC","peptidyl-tyrosine phosphorylation","KDR LUSC"
"KDR","COAD","peptidyl-tyrosine phosphorylation","KDR COAD"
"KDR","LUAD","peptidyl-tyrosine phosphorylation","KDR LUAD"
"KDR","KIRC","peptidyl-tyrosine phosphorylation","KDR KIRC"
"KDR","UCEC","peptidyl-tyrosine phosphorylation","KDR UCEC"
"KDR","SARC","peptidyl-tyrosine phosphorylation","KDR SARC"
"KDR","PRAD","peptidyl-tyrosine phosphorylation","KDR PRAD"
"KDR","UCS","peptidyl-tyrosine phosphorylation","KDR UCS"
"KDR","LIHC","peptidyl-tyrosine phosphorylation","KDR LIHC"
"KDR","GBM","peptidyl-tyrosine phosphorylation","KDR GBM"
"KDR","OV","peptidyl-tyrosine phosphorylation","KDR OV"
"KDR","BLCA","peptidyl-tyrosine phosphorylation","KDR BLCA"
"KDR","SKCM","peptidyl-tyrosine phosphorylation","KDR SKCM"
"KDR","DLBC","peptidyl-tyrosine phosphorylation","KDR DLBC"
"KDSR","UCEC","3-keto-sphinganine metabolic process","KDSR UCEC"
"KDSR","SKCM","3-keto-sphinganine metabolic process","KDSR SKCM"
"KDSR","UCS","3-keto-sphinganine metabolic process","KDSR UCS"
"KEAP1","UCEC","ubiquitin-dependent protein catabolic process","KEAP1 UCEC"
"KEAP1","PAAD","ubiquitin-dependent protein catabolic process","KEAP1 PAAD"
"KEAP1","CHOL","ubiquitin-dependent protein catabolic process","KEAP1 CHOL"
"KEAP1","ESCA","ubiquitin-dependent protein catabolic process","KEAP1 ESCA"
"KEAP1","COAD","ubiquitin-dependent protein catabolic process","KEAP1 COAD"
"KEAP1","STAD","ubiquitin-dependent protein catabolic process","KEAP1 STAD"
"KEAP1","READ","ubiquitin-dependent protein catabolic process","KEAP1 READ"
"KEAP1","HNSC","ubiquitin-dependent protein catabolic process","KEAP1 HNSC"
"KEAP1","KIRP","ubiquitin-dependent protein catabolic process","KEAP1 KIRP"
"KEAP1","SKCM","ubiquitin-dependent protein catabolic process","KEAP1 SKCM"
"KEAP1","BLCA","ubiquitin-dependent protein catabolic process","KEAP1 BLCA"
"KEAP1","LIHC","ubiquitin-dependent protein catabolic process","KEAP1 LIHC"
"KEAP1","LUSC","ubiquitin-dependent protein catabolic process","KEAP1 LUSC"
"KEAP1","PANCAN","ubiquitin-dependent protein catabolic process","KEAP1 PANCAN"
"KEAP1","LUAD","ubiquitin-dependent protein catabolic process","KEAP1 LUAD"
"KEL","LUAD","protein processing","KEL LUAD"
"KHDRBS2","LUAD","mRNA processing","KHDRBS2 LUAD"
"KIF14","BRCA","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","KIF14 BRCA"
"KIF14","HNSC","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","KIF14 HNSC"
"KIF14","STAD","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","KIF14 STAD"
"KIF14","LUSC","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","KIF14 LUSC"
"KIF14","BLCA","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","KIF14 BLCA"
"KIF14","LIHC","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","KIF14 LIHC"
"KIF14","LUAD","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","KIF14 LUAD"
"KIF16B","BLCA","receptor catabolic process","KIF16B BLCA"
"KIF16B","COAD","receptor catabolic process","KIF16B COAD"
"KIT","SARC","glycosphingolipid metabolic process","KIT SARC"
"KIT","THYM","glycosphingolipid metabolic process","KIT THYM"
"KIT","LAML","glycosphingolipid metabolic process","KIT LAML"
"KIT","LIHC","glycosphingolipid metabolic process","KIT LIHC"
"KIT","ESCA","glycosphingolipid metabolic process","KIT ESCA"
"KIT","KIRP","glycosphingolipid metabolic process","KIT KIRP"
"KIT","LUAD","glycosphingolipid metabolic process","KIT LUAD"
"KIT","READ","glycosphingolipid metabolic process","KIT READ"
"KIT","THCA","glycosphingolipid metabolic process","KIT THCA"
"KIT","KIRC","glycosphingolipid metabolic process","KIT KIRC"
"KIT","UCEC","glycosphingolipid metabolic process","KIT UCEC"
"KIT","CESC","glycosphingolipid metabolic process","KIT CESC"
"KIT","SKCM","glycosphingolipid metabolic process","KIT SKCM"
"KIT","PRAD","glycosphingolipid metabolic process","KIT PRAD"
"KIT","CHOL","glycosphingolipid metabolic process","KIT CHOL"
"KIT","HNSC","glycosphingolipid metabolic process","KIT HNSC"
"KIT","GBM","glycosphingolipid metabolic process","KIT GBM"
"KIT","BRCA","glycosphingolipid metabolic process","KIT BRCA"
"KIT","UCS","glycosphingolipid metabolic process","KIT UCS"
"KIT","MESO","glycosphingolipid metabolic process","KIT MESO"
"KIT","BLCA","glycosphingolipid metabolic process","KIT BLCA"
"KIT","STAD","glycosphingolipid metabolic process","KIT STAD"
"KIT","PANCAN","glycosphingolipid metabolic process","KIT PANCAN"
"KIT","COAD","glycosphingolipid metabolic process","KIT COAD"
"KIT","OV","glycosphingolipid metabolic process","KIT OV"
"KIT","LUSC","glycosphingolipid metabolic process","KIT LUSC"
"KLF4","PAAD","transcription by RNA polymerase II","KLF4 PAAD"
"KLF4","BLCA","transcription by RNA polymerase II","KLF4 BLCA"
"KLF4","LUAD","transcription by RNA polymerase II","KLF4 LUAD"
"KLF4","DLBC","transcription by RNA polymerase II","KLF4 DLBC"
"KLF4","BRCA","transcription by RNA polymerase II","KLF4 BRCA"
"KLF4","OS","transcription by RNA polymerase II","KLF4 OS"
"KLF4","COAD","transcription by RNA polymerase II","KLF4 COAD"
"KLF4","LIHC","transcription by RNA polymerase II","KLF4 LIHC"
"KLF4","THCA","transcription by RNA polymerase II","KLF4 THCA"
"KLF4","SKCM","transcription by RNA polymerase II","KLF4 SKCM"
"KLF4","UCEC","transcription by RNA polymerase II","KLF4 UCEC"
"KLF4","NBL","transcription by RNA polymerase II","KLF4 NBL"
"KLF4","STAD","transcription by RNA polymerase II","KLF4 STAD"
"KLK2","LUSC","proteolysis","KLK2 LUSC"
"KLK2","LUAD","proteolysis","KLK2 LUAD"
"KLK2","SKCM","proteolysis","KLK2 SKCM"
"KLK2","UCEC","proteolysis","KLK2 UCEC"
"KLK2","ESCA","proteolysis","KLK2 ESCA"
"KLK2","UCS","proteolysis","KLK2 UCS"
"KLK2","SARC","proteolysis","KLK2 SARC"
"KMT2A","BLCA","protein modification process","KMT2A BLCA"
"KMT2A","LUAD","protein modification process","KMT2A LUAD"
"KMT2A","KIRC","protein modification process","KMT2A KIRC"
"KMT2A","LUSC","protein modification process","KMT2A LUSC"
"KMT2A","ESCA","protein modification process","KMT2A ESCA"
"KMT2A","UCEC","protein modification process","KMT2A UCEC"
"KMT2A","READ","protein modification process","KMT2A READ"
"KMT2A","SARC","protein modification process","KMT2A SARC"
"KMT2A","PANCAN","protein modification process","KMT2A PANCAN"
"KMT2A","CESC","protein modification process","KMT2A CESC"
"KMT2A","LIHC","protein modification process","KMT2A LIHC"
"KMT2A","MESO","protein modification process","KMT2A MESO"
"KMT2A","PAAD","protein modification process","KMT2A PAAD"
"KMT2A","CHOL","protein modification process","KMT2A CHOL"
"KMT2A","NBL","protein modification process","KMT2A NBL"
"KMT2A","LAML","protein modification process","KMT2A LAML"
"KMT2A","OV","protein modification process","KMT2A OV"
"KMT2A","STAD","protein modification process","KMT2A STAD"
"KMT2A","SKCM","protein modification process","KMT2A SKCM"
"KMT2A","BRCA","protein modification process","KMT2A BRCA"
"KMT2A","HNSC","protein modification process","KMT2A HNSC"
"KMT2A","PRAD","protein modification process","KMT2A PRAD"
"KMT2A","OS","protein modification process","KMT2A OS"
"KMT2A","DLBC","protein modification process","KMT2A DLBC"
"KMT2A","KIRP","protein modification process","KMT2A KIRP"
"KMT2A","COAD","protein modification process","KMT2A COAD"
"KMT2A","THCA","protein modification process","KMT2A THCA"
"KMT2A","GBM","protein modification process","KMT2A GBM"
"KMT2C","OV","methylation","KMT2C OV"
"KMT2C","LAML","methylation","KMT2C LAML"
"KMT2C","MESO","methylation","KMT2C MESO"
"KMT2C","COAD","methylation","KMT2C COAD"
"KMT2C","PAAD","methylation","KMT2C PAAD"
"KMT2C","THYM","methylation","KMT2C THYM"
"KMT2C","GBM","methylation","KMT2C GBM"
"KMT2C","DLBC","methylation","KMT2C DLBC"
"KMT2C","LIHC","methylation","KMT2C LIHC"
"KMT2C","UCS","methylation","KMT2C UCS"
"KMT2C","LUAD","methylation","KMT2C LUAD"
"KMT2C","STAD","methylation","KMT2C STAD"
"KMT2C","PRAD","methylation","KMT2C PRAD"
"KMT2C","NBL","methylation","KMT2C NBL"
"KMT2C","UCEC","methylation","KMT2C UCEC"
"KMT2C","ESCA","methylation","KMT2C ESCA"
"KMT2C","LGG","methylation","KMT2C LGG"
"KMT2C","CGCI-BLGSP","methylation","KMT2C CGCI-BLGSP"
"KMT2C","CESC","methylation","KMT2C CESC"
"KMT2C","KIRP","methylation","KMT2C KIRP"
"KMT2C","WT","methylation","KMT2C WT"
"KMT2C","CHOL","methylation","KMT2C CHOL"
"KMT2C","BRCA","methylation","KMT2C BRCA"
"KMT2C","BLCA","methylation","KMT2C BLCA"
"KMT2C","KICH","methylation","KMT2C KICH"
"KMT2C","PANCAN","methylation","KMT2C PANCAN"
"KMT2C","KIRC","methylation","KMT2C KIRC"
"KMT2C","SKCM","methylation","KMT2C SKCM"
"KMT2C","READ","methylation","KMT2C READ"
"KMT2C","HNSC","methylation","KMT2C HNSC"
"KMT2C","LUSC","methylation","KMT2C LUSC"
"KMT2C","SARC","methylation","KMT2C SARC"
"KMT2D","HNSC","methylation","KMT2D HNSC"
"KMT2D","LGG","methylation","KMT2D LGG"
"KMT2D","UCS","methylation","KMT2D UCS"
"KMT2D","LIHC","methylation","KMT2D LIHC"
