"Gene","Pathway","Cancer_type","new"
"EEF1A1","Eukaryotic Translation Elongation","STAD","EEF1A1 STAD"
"EEF1A1","Eukaryotic Translation Elongation","PAAD","EEF1A1 PAAD"
"EEF1A1","Eukaryotic Translation Elongation","PRAD","EEF1A1 PRAD"
"EEF1A1","Eukaryotic Translation Elongation","KICH","EEF1A1 KICH"
"EEF1A1","Eukaryotic Translation Elongation","BRCA","EEF1A1 BRCA"
"EEF1A1","Eukaryotic Translation Elongation","BLCA","EEF1A1 BLCA"
"EEF1A1","Eukaryotic Translation Elongation","KIRC","EEF1A1 KIRC"
"EEF1A1","Eukaryotic Translation Elongation","KIRP","EEF1A1 KIRP"
"EEF1A1","Eukaryotic Translation Elongation","LUSC","EEF1A1 LUSC"
"EEF1A1","Eukaryotic Translation Elongation","LIHC","EEF1A1 LIHC"
"EEF1A1","Eukaryotic Translation Elongation","HNSC","EEF1A1 HNSC"
"EEF1A1","Eukaryotic Translation Elongation","ESCA","EEF1A1 ESCA"
"EEF1A1","Eukaryotic Translation Elongation","THCA","EEF1A1 THCA"
"EEF1A1","Eukaryotic Translation Elongation","LUAD","EEF1A1 LUAD"
"EEF2","Metabolism of proteins","UCEC","EEF2 UCEC"
"EIF1AX","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","UVM","EIF1AX UVM"
"EIF1AX","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","SARC","EIF1AX SARC"
"EIF1AX","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","UCEC","EIF1AX UCEC"
"EIF1AX","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","THCA","EIF1AX THCA"
"EIF1AX","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","THYM","EIF1AX THYM"
"EIF3E","Formation of a pool of free 40S subunits","CESC","EIF3E CESC"
"EIF3E","Formation of a pool of free 40S subunits","OS","EIF3E OS"
"EIF3E","Formation of a pool of free 40S subunits","DLBC","EIF3E DLBC"
"EIF3E","Formation of a pool of free 40S subunits","BLCA","EIF3E BLCA"
"EIF3E","Formation of a pool of free 40S subunits","LUAD","EIF3E LUAD"
"EIF3E","Formation of a pool of free 40S subunits","UCEC","EIF3E UCEC"
"EIF3E","Formation of a pool of free 40S subunits","PANCAN","EIF3E PANCAN"
"EIF3E","Formation of a pool of free 40S subunits","SKCM","EIF3E SKCM"
"EIF3E","Formation of a pool of free 40S subunits","ESCA","EIF3E ESCA"
"EIF3E","Formation of a pool of free 40S subunits","LUSC","EIF3E LUSC"
"EIF3E","Formation of a pool of free 40S subunits","LIHC","EIF3E LIHC"
"EIF3E","Formation of a pool of free 40S subunits","COAD","EIF3E COAD"
"EIF3E","Formation of a pool of free 40S subunits","STAD","EIF3E STAD"
"EIF4A2","Metabolism of proteins","DLBC","EIF4A2 DLBC"
"EIF4A2","Metabolism of proteins","HNSC","EIF4A2 HNSC"
"EIF4A2","Metabolism of proteins","OS","EIF4A2 OS"
"EIF4A2","Metabolism of proteins","LUAD","EIF4A2 LUAD"
"EIF4A2","Metabolism of proteins","LIHC","EIF4A2 LIHC"
"EIF4A2","Metabolism of proteins","UCEC","EIF4A2 UCEC"
"EIF4A2","Metabolism of proteins","LUSC","EIF4A2 LUSC"
"EIF4A2","Metabolism of proteins","CESC","EIF4A2 CESC"
"EIF4A2","Metabolism of proteins","SARC","EIF4A2 SARC"
"EIF4A2","Metabolism of proteins","BRCA","EIF4A2 BRCA"
"EIF4A2","Metabolism of proteins","BLCA","EIF4A2 BLCA"
"EIF4A2","Metabolism of proteins","READ","EIF4A2 READ"
"EIF4A2","Metabolism of proteins","SKCM","EIF4A2 SKCM"
"EIF4A2","Metabolism of proteins","COAD","EIF4A2 COAD"
"EIF4A2","Metabolism of proteins","KIRP","EIF4A2 KIRP"
"EIF4A2","Metabolism of proteins","STAD","EIF4A2 STAD"
"EIF4A2","Metabolism of proteins","PANCAN","EIF4A2 PANCAN"
"ENTPD5","Metabolism","COAD","ENTPD5 COAD"
"ENTPD5","Metabolism","KIRP","ENTPD5 KIRP"
"ENTPD5","Metabolism","KIRC","ENTPD5 KIRC"
"ENTPD5","Metabolism","BRCA","ENTPD5 BRCA"
"ENTPD5","Metabolism","LIHC","ENTPD5 LIHC"
"ENTPD5","Metabolism","PRAD","ENTPD5 PRAD"
"EP300","Metabolism of lipids","BRCA","EP300 BRCA"
"EP300","Metabolism of lipids","DLBC","EP300 DLBC"
"EP300","Metabolism of lipids","CGCI-BLGSP","EP300 CGCI-BLGSP"
"EP300","Metabolism of lipids","COAD","EP300 COAD"
"EP300","Metabolism of lipids","PRAD","EP300 PRAD"
"EP300","Metabolism of lipids","SARC","EP300 SARC"
"EP300","Metabolism of lipids","PANCAN","EP300 PANCAN"
"EP300","Metabolism of lipids","UCS","EP300 UCS"
"EP300","Metabolism of lipids","CHOL","EP300 CHOL"
"EP300","Metabolism of lipids","CESC","EP300 CESC"
"EP300","Metabolism of lipids","MESO","EP300 MESO"
"EP300","Metabolism of lipids","ESCA","EP300 ESCA"
"EP300","Metabolism of lipids","BLCA","EP300 BLCA"
"EP300","Metabolism of lipids","READ","EP300 READ"
"EP300","Metabolism of lipids","SKCM","EP300 SKCM"
"EP300","Metabolism of lipids","LUAD","EP300 LUAD"
"EP300","Metabolism of lipids","HNSC","EP300 HNSC"
"EP300","Metabolism of lipids","GBM","EP300 GBM"
"EP300","Metabolism of lipids","THYM","EP300 THYM"
"EP300","Metabolism of lipids","LUSC","EP300 LUSC"
"EP300","Metabolism of lipids","STAD","EP300 STAD"
"EP300","Metabolism of lipids","KIRP","EP300 KIRP"
"EP300","Metabolism of lipids","LIHC","EP300 LIHC"
"EP300","Metabolism of lipids","OV","EP300 OV"
"EP300","Metabolism of lipids","UCEC","EP300 UCEC"
"EP300","Metabolism of lipids","PAAD","EP300 PAAD"
"EP300","Metabolism of lipids","UVM","EP300 UVM"
"EP300","Metabolism of lipids","KIRC","EP300 KIRC"
"EPAS1","Neddylation","PCPCG","EPAS1 PCPCG"
"EPAS1","Neddylation","LUSC","EPAS1 LUSC"
"EPAS1","Neddylation","CESC","EPAS1 CESC"
"EPAS1","Neddylation","HNSC","EPAS1 HNSC"
"EPAS1","Neddylation","SKCM","EPAS1 SKCM"
"EPAS1","Neddylation","THYM","EPAS1 THYM"
"EPAS1","Neddylation","GBM","EPAS1 GBM"
"EPAS1","Neddylation","LUAD","EPAS1 LUAD"
"EPAS1","Neddylation","STAD","EPAS1 STAD"
"EPAS1","Neddylation","SARC","EPAS1 SARC"
"EPAS1","Neddylation","COAD","EPAS1 COAD"
"EPAS1","Neddylation","ESCA","EPAS1 ESCA"
"EPAS1","Neddylation","PANCAN","EPAS1 PANCAN"
"EPAS1","Neddylation","UCEC","EPAS1 UCEC"
"EPAS1","Neddylation","BLCA","EPAS1 BLCA"
"EPAS1","Neddylation","UCS","EPAS1 UCS"
"ERCC2","Cytosolic iron-sulfur cluster assembly","CESC","ERCC2 CESC"
"ERCC2","Cytosolic iron-sulfur cluster assembly","CHOL","ERCC2 CHOL"
"ERCC2","Cytosolic iron-sulfur cluster assembly","KIRP","ERCC2 KIRP"
"ERCC2","Cytosolic iron-sulfur cluster assembly","DLBC","ERCC2 DLBC"
"ERCC2","Cytosolic iron-sulfur cluster assembly","LUSC","ERCC2 LUSC"
"ERCC2","Cytosolic iron-sulfur cluster assembly","LIHC","ERCC2 LIHC"
"ERCC2","Cytosolic iron-sulfur cluster assembly","UCEC","ERCC2 UCEC"
"ERCC2","Cytosolic iron-sulfur cluster assembly","COAD","ERCC2 COAD"
"ERCC2","Cytosolic iron-sulfur cluster assembly","STAD","ERCC2 STAD"
"ERCC2","Cytosolic iron-sulfur cluster assembly","PAAD","ERCC2 PAAD"
"ERCC2","Cytosolic iron-sulfur cluster assembly","BLCA","ERCC2 BLCA"
"ERCC2","Cytosolic iron-sulfur cluster assembly","SARC","ERCC2 SARC"
"ERCC2","Cytosolic iron-sulfur cluster assembly","SKCM","ERCC2 SKCM"
"ERCC2","Cytosolic iron-sulfur cluster assembly","PANCAN","ERCC2 PANCAN"
"ESR1","SUMOylation of intracellular receptors","STAD","ESR1 STAD"
"ESR1","SUMOylation of intracellular receptors","SKCM","ESR1 SKCM"
"ESR1","SUMOylation of intracellular receptors","BLCA","ESR1 BLCA"
"ESR1","SUMOylation of intracellular receptors","HNSC","ESR1 HNSC"
"ESR1","SUMOylation of intracellular receptors","PANCAN","ESR1 PANCAN"
"ESR1","SUMOylation of intracellular receptors","UCEC","ESR1 UCEC"
"ESR1","SUMOylation of intracellular receptors","UVM","ESR1 UVM"
"ESR1","SUMOylation of intracellular receptors","CESC","ESR1 CESC"
"ESR1","SUMOylation of intracellular receptors","LUAD","ESR1 LUAD"
"ESR1","SUMOylation of intracellular receptors","COAD","ESR1 COAD"
"ESR1","SUMOylation of intracellular receptors","BRCA","ESR1 BRCA"
"ESR1","SUMOylation of intracellular receptors","READ","ESR1 READ"
"ESR1","SUMOylation of intracellular receptors","ESCA","ESR1 ESCA"
"ESR1","SUMOylation of intracellular receptors","LUSC","ESR1 LUSC"
"ESR1","SUMOylation of intracellular receptors","GBM","ESR1 GBM"
"ETNK1","Glycerophospholipid biosynthesis","LUSC","ETNK1 LUSC"
"ETNK1","Glycerophospholipid biosynthesis","COAD","ETNK1 COAD"
"ETNK1","Glycerophospholipid biosynthesis","READ","ETNK1 READ"
"ETNK1","Glycerophospholipid biosynthesis","BLCA","ETNK1 BLCA"
"ETNK1","Glycerophospholipid biosynthesis","KICH","ETNK1 KICH"
"ETNK1","Glycerophospholipid biosynthesis","LUAD","ETNK1 LUAD"
"ETNK1","Glycerophospholipid biosynthesis","SKCM","ETNK1 SKCM"
"ETNK1","Glycerophospholipid biosynthesis","UCEC","ETNK1 UCEC"
"ETNK1","Glycerophospholipid biosynthesis","STAD","ETNK1 STAD"
"ETNK1","Glycerophospholipid biosynthesis","PCPG","ETNK1 PCPG"
"EXT1","Metabolism","PANCAN","EXT1 PANCAN"
"EXT1","Metabolism","THYM","EXT1 THYM"
"EXT1","Metabolism","STAD","EXT1 STAD"
"EXT1","Metabolism","BLCA","EXT1 BLCA"
"EXT1","Metabolism","ESCA","EXT1 ESCA"
"EXT1","Metabolism","LUAD","EXT1 LUAD"
"EXT1","Metabolism","UCEC","EXT1 UCEC"
"EXT1","Metabolism","LUSC","EXT1 LUSC"
"EXT1","Metabolism","SARC","EXT1 SARC"
"EXT1","Metabolism","LIHC","EXT1 LIHC"
"EXT1","Metabolism","DLBC","EXT1 DLBC"
"EXT1","Metabolism","SKCM","EXT1 SKCM"
"EXT1","Metabolism","LAML","EXT1 LAML"
"EXT1","Metabolism","COAD","EXT1 COAD"
"EXT2","Metabolism of carbohydrates","STAD","EXT2 STAD"
"EXT2","Metabolism of carbohydrates","LUAD","EXT2 LUAD"
"EXT2","Metabolism of carbohydrates","PANCAN","EXT2 PANCAN"
"EXT2","Metabolism of carbohydrates","UCEC","EXT2 UCEC"
"EXT2","Metabolism of carbohydrates","LUSC","EXT2 LUSC"
"EXT2","Metabolism of carbohydrates","READ","EXT2 READ"
"EXT2","Metabolism of carbohydrates","MESO","EXT2 MESO"
"EXT2","Metabolism of carbohydrates","SKCM","EXT2 SKCM"
"EXT2","Metabolism of carbohydrates","COAD","EXT2 COAD"
"EXT2","Metabolism of carbohydrates","BLCA","EXT2 BLCA"
"EXT2","Metabolism of carbohydrates","ESCA","EXT2 ESCA"
"F5","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","LIHC","F5 LIHC"
"F8","Transport to the Golgi and subsequent modification","BRCA","F8 BRCA"
"FASN","Metabolism","LUAD","FASN LUAD"
"FBXO11","Metabolism of proteins","STAD","FBXO11 STAD"
"FBXO11","Metabolism of proteins","PAAD","FBXO11 PAAD"
"FBXO11","Metabolism of proteins","CESC","FBXO11 CESC"
"FBXO11","Metabolism of proteins","READ","FBXO11 READ"
"FBXO11","Metabolism of proteins","COAD","FBXO11 COAD"
"FBXO11","Metabolism of proteins","LUAD","FBXO11 LUAD"
"FBXO11","Metabolism of proteins","LUSC","FBXO11 LUSC"
"FBXO11","Metabolism of proteins","PANCAN","FBXO11 PANCAN"
"FBXO11","Metabolism of proteins","KIRP","FBXO11 KIRP"
"FBXO11","Metabolism of proteins","LAML","FBXO11 LAML"
"FBXO11","Metabolism of proteins","SKCM","FBXO11 SKCM"
"FBXO11","Metabolism of proteins","UCEC","FBXO11 UCEC"
"FBXO11","Metabolism of proteins","BLCA","FBXO11 BLCA"
"FBXO11","Metabolism of proteins","CGCI-BLGSP","FBXO11 CGCI-BLGSP"
"FBXW7","Chaperonin-mediated protein folding","HNSC","FBXW7 HNSC"
"FBXW7","Chaperonin-mediated protein folding","LUAD","FBXW7 LUAD"
"FBXW7","Chaperonin-mediated protein folding","UVM","FBXW7 UVM"
"FBXW7","Chaperonin-mediated protein folding","ESCA","FBXW7 ESCA"
"FBXW7","Chaperonin-mediated protein folding","OV","FBXW7 OV"
"FBXW7","Chaperonin-mediated protein folding","UCS","FBXW7 UCS"
"FBXW7","Chaperonin-mediated protein folding","PANCAN","FBXW7 PANCAN"
"FBXW7","Chaperonin-mediated protein folding","CESC","FBXW7 CESC"
"FBXW7","Chaperonin-mediated protein folding","SKCM","FBXW7 SKCM"
"FBXW7","Chaperonin-mediated protein folding","GBM","FBXW7 GBM"
"FBXW7","Chaperonin-mediated protein folding","LIHC","FBXW7 LIHC"
"FBXW7","Chaperonin-mediated protein folding","STAD","FBXW7 STAD"
"FBXW7","Chaperonin-mediated protein folding","LUSC","FBXW7 LUSC"
"FBXW7","Chaperonin-mediated protein folding","PAAD","FBXW7 PAAD"
"FBXW7","Chaperonin-mediated protein folding","BLCA","FBXW7 BLCA"
"FBXW7","Chaperonin-mediated protein folding","READ","FBXW7 READ"
"FBXW7","Chaperonin-mediated protein folding","LAML","FBXW7 LAML"
"FBXW7","Chaperonin-mediated protein folding","COAD","FBXW7 COAD"
"FBXW7","Chaperonin-mediated protein folding","UCEC","FBXW7 UCEC"
"FBXW7","Chaperonin-mediated protein folding","SARC","FBXW7 SARC"
"FBXW7","Chaperonin-mediated protein folding","BRCA","FBXW7 BRCA"
"FGA","Metabolism of proteins","PRAD","FGA PRAD"
"FH","Metabolism","SKCM","FH SKCM"
"FH","Metabolism","READ","FH READ"
"FH","Metabolism","STAD","FH STAD"
"FH","Metabolism","COAD","FH COAD"
"FH","Metabolism","KIRC","FH KIRC"
"FH","Metabolism","BLCA","FH BLCA"
"FH","Metabolism","LUAD","FH LUAD"
"FH","Metabolism","PAAD","FH PAAD"
"FH","Metabolism","SARC","FH SARC"
"FH","Metabolism","UCEC","FH UCEC"
"FH","Metabolism","LUSC","FH LUSC"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","CGCI-BLGSP","FIP1L1 CGCI-BLGSP"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","LUSC","FIP1L1 LUSC"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","COAD","FIP1L1 COAD"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","DLBC","FIP1L1 DLBC"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","UCEC","FIP1L1 UCEC"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","PANCAN","FIP1L1 PANCAN"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","CHOL","FIP1L1 CHOL"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","SKCM","FIP1L1 SKCM"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","STAD","FIP1L1 STAD"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","KIRP","FIP1L1 KIRP"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","CESC","FIP1L1 CESC"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","PAAD","FIP1L1 PAAD"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","SARC","FIP1L1 SARC"
"FIP1L1","Transport of Mature mRNAs Derived from Intronless Transcripts","LUAD","FIP1L1 LUAD"
"FKBP9","Chaperonin-mediated protein folding","OS","FKBP9 OS"
"FKBP9","Chaperonin-mediated protein folding","UCEC","FKBP9 UCEC"
"FKBP9","Chaperonin-mediated protein folding","PANCAN","FKBP9 PANCAN"
"FKBP9","Chaperonin-mediated protein folding","KICH","FKBP9 KICH"
"FKBP9","Chaperonin-mediated protein folding","BLCA","FKBP9 BLCA"
"FKBP9","Chaperonin-mediated protein folding","CESC","FKBP9 CESC"
"FKBP9","Chaperonin-mediated protein folding","SKCM","FKBP9 SKCM"
"FKBP9","Chaperonin-mediated protein folding","LUSC","FKBP9 LUSC"
"FKBP9","Chaperonin-mediated protein folding","STAD","FKBP9 STAD"
"FKBP9","Chaperonin-mediated protein folding","UVM","FKBP9 UVM"
"FKBP9","Chaperonin-mediated protein folding","DLBC","FKBP9 DLBC"
"FKBP9","Chaperonin-mediated protein folding","COAD","FKBP9 COAD"
"FOXL2","SUMOylation","COAD","FOXL2 COAD"
"FOXL2","SUMOylation","LUSC","FOXL2 LUSC"
"FOXL2","SUMOylation","SARC","FOXL2 SARC"
"FOXL2","SUMOylation","LUAD","FOXL2 LUAD"
"FOXL2","SUMOylation","UCEC","FOXL2 UCEC"
"FOXL2","SUMOylation","CESC","FOXL2 CESC"
"FOXL2","SUMOylation","BLCA","FOXL2 BLCA"
"FOXL2","SUMOylation","OV","FOXL2 OV"
"FOXL2","SUMOylation","STAD","FOXL2 STAD"
"FOXO4","Post-translational protein modification","LUSC","FOXO4 LUSC"
"FOXO4","Post-translational protein modification","UCEC","FOXO4 UCEC"
"FOXO4","Post-translational protein modification","CESC","FOXO4 CESC"
"FOXO4","Post-translational protein modification","PANCAN","FOXO4 PANCAN"
"FOXO4","Post-translational protein modification","READ","FOXO4 READ"
"FOXO4","Post-translational protein modification","COAD","FOXO4 COAD"
"FOXO4","Post-translational protein modification","SKCM","FOXO4 SKCM"
"FOXO4","Post-translational protein modification","STAD","FOXO4 STAD"
"FOXO4","Post-translational protein modification","LUAD","FOXO4 LUAD"
"FSTL3","Metabolism of proteins","UCEC","FSTL3 UCEC"
"FSTL3","Metabolism of proteins","CESC","FSTL3 CESC"
"FSTL3","Metabolism of proteins","SARC","FSTL3 SARC"
"GATA3","Post-translational protein modification","ESCA","GATA3 ESCA"
"GATA3","Post-translational protein modification","LIHC","GATA3 LIHC"
"GATA3","Post-translational protein modification","LUSC","GATA3 LUSC"
"GATA3","Post-translational protein modification","PANCAN","GATA3 PANCAN"
"GATA3","Post-translational protein modification","DLBC","GATA3 DLBC"
"GATA3","Post-translational protein modification","READ","GATA3 READ"
"GATA3","Post-translational protein modification","UCS","GATA3 UCS"
"GATA3","Post-translational protein modification","HNSC","GATA3 HNSC"
"GATA3","Post-translational protein modification","SKCM","GATA3 SKCM"
"GATA3","Post-translational protein modification","BRCA","GATA3 BRCA"
"GATA3","Post-translational protein modification","COAD","GATA3 COAD"
"GATA3","Post-translational protein modification","STAD","GATA3 STAD"
"GATA3","Post-translational protein modification","LUAD","GATA3 LUAD"
"GATA3","Post-translational protein modification","BLCA","GATA3 BLCA"
"GATA3","Post-translational protein modification","OV","GATA3 OV"
"GATA3","Post-translational protein modification","UCEC","GATA3 UCEC"
"GATA6","Metabolism of proteins","LUAD","GATA6 LUAD"
"GATA6","Metabolism of proteins","LUSC","GATA6 LUSC"
"GATA6","Metabolism of proteins","STAD","GATA6 STAD"
"GATA6","Metabolism of proteins","UCEC","GATA6 UCEC"
"GATA6","Metabolism of proteins","BLCA","GATA6 BLCA"
"GMPS","Metabolism","CESC","GMPS CESC"
"GMPS","Metabolism","UCS","GMPS UCS"
"GMPS","Metabolism","UCEC","GMPS UCEC"
"GMPS","Metabolism","BLCA","GMPS BLCA"
"GMPS","Metabolism","PANCAN","GMPS PANCAN"
"GMPS","Metabolism","STAD","GMPS STAD"
"GMPS","Metabolism","READ","GMPS READ"
"GMPS","Metabolism","LUAD","GMPS LUAD"
"GMPS","Metabolism","SKCM","GMPS SKCM"
"GMPS","Metabolism","ESCA","GMPS ESCA"
"GMPS","Metabolism","COAD","GMPS COAD"
"GMPS","Metabolism","LUSC","GMPS LUSC"
"GMPS","Metabolism","HNSC","GMPS HNSC"
"GNAS","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","LIHC","GNAS LIHC"
"GNAS","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","PAAD","GNAS PAAD"
"GNAS","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","GBM","GNAS GBM"
"GNAS","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion","SARC","GNAS SARC"
"GPC3","Retinoid metabolism and transport","COAD","GPC3 COAD"
"GPC3","Retinoid metabolism and transport","UCEC","GPC3 UCEC"
"GPC3","Retinoid metabolism and transport","READ","GPC3 READ"
"GPC3","Retinoid metabolism and transport","UCS","GPC3 UCS"
"GPC3","Retinoid metabolism and transport","SARC","GPC3 SARC"
"GPC3","Retinoid metabolism and transport","HNSC","GPC3 HNSC"
"GPC3","Retinoid metabolism and transport","CESC","GPC3 CESC"
"GPC3","Retinoid metabolism and transport","WT","GPC3 WT"
"GPC3","Retinoid metabolism and transport","SKCM","GPC3 SKCM"
"GPC3","Retinoid metabolism and transport","LUAD","GPC3 LUAD"
"GPC3","Retinoid metabolism and transport","LUSC","GPC3 LUSC"
"GPC3","Retinoid metabolism and transport","PANCAN","GPC3 PANCAN"
"GPC5","Metabolism of carbohydrates","SARC","GPC5 SARC"
"GPC5","Metabolism of carbohydrates","ESCA","GPC5 ESCA"
"GPC5","Metabolism of carbohydrates","UCEC","GPC5 UCEC"
"GPC5","Metabolism of carbohydrates","BRCA","GPC5 BRCA"
"GPC5","Metabolism of carbohydrates","DLBC","GPC5 DLBC"
"GPC5","Metabolism of carbohydrates","SKCM","GPC5 SKCM"
"GPC5","Metabolism of carbohydrates","OS","GPC5 OS"
"GPC5","Metabolism of carbohydrates","PANCAN","GPC5 PANCAN"
"GPC5","Metabolism of carbohydrates","OV","GPC5 OV"
"GPC5","Metabolism of carbohydrates","HNSC","GPC5 HNSC"
"GPC5","Metabolism of carbohydrates","CESC","GPC5 CESC"
"GPC5","Metabolism of carbohydrates","UVM","GPC5 UVM"
"GPC5","Metabolism of carbohydrates","LUSC","GPC5 LUSC"
"GPC5","Metabolism of carbohydrates","LUAD","GPC5 LUAD"
"GPC5","Metabolism of carbohydrates","PAAD","GPC5 PAAD"
"GPC5","Metabolism of carbohydrates","READ","GPC5 READ"
"GPC5","Metabolism of carbohydrates","STAD","GPC5 STAD"
"GPC5","Metabolism of carbohydrates","BLCA","GPC5 BLCA"
"GPC5","Metabolism of carbohydrates","COAD","GPC5 COAD"
"GPHN","Metabolism of vitamins and cofactors","DLBC","GPHN DLBC"
"GPHN","Metabolism of vitamins and cofactors","BLCA","GPHN BLCA"
"GPHN","Metabolism of vitamins and cofactors","LUSC","GPHN LUSC"
"GPHN","Metabolism of vitamins and cofactors","KIRP","GPHN KIRP"
"GPHN","Metabolism of vitamins and cofactors","LUAD","GPHN LUAD"
"GPHN","Metabolism of vitamins and cofactors","SARC","GPHN SARC"
"GPHN","Metabolism of vitamins and cofactors","READ","GPHN READ"
"GPHN","Metabolism of vitamins and cofactors","SKCM","GPHN SKCM"
"GPHN","Metabolism of vitamins and cofactors","UCEC","GPHN UCEC"
"GPHN","Metabolism of vitamins and cofactors","PANCAN","GPHN PANCAN"
"GPHN","Metabolism of vitamins and cofactors","STAD","GPHN STAD"
"GPHN","Metabolism of vitamins and cofactors","LIHC","GPHN LIHC"
"GPHN","Metabolism of vitamins and cofactors","CHOL","GPHN CHOL"
"GPHN","Metabolism of vitamins and cofactors","COAD","GPHN COAD"
"H3-3A","Amyloid fiber formation","STAD","H3-3A STAD"
"H3-3A","Amyloid fiber formation","UCEC","H3-3A UCEC"
"H3-3A","Amyloid fiber formation","DLBC","H3-3A DLBC"
"H3-3A","Amyloid fiber formation","CESC","H3-3A CESC"
"H3-3A","Amyloid fiber formation","BLCA","H3-3A BLCA"
"HAS1","Glycosaminoglycan metabolism","KIRC","HAS1 KIRC"
"HAS1","Glycosaminoglycan metabolism","STAD","HAS1 STAD"
"HAS1","Glycosaminoglycan metabolism","LUAD","HAS1 LUAD"
"HAS1","Glycosaminoglycan metabolism","LIHC","HAS1 LIHC"
"HAS1","Glycosaminoglycan metabolism","THCA","HAS1 THCA"
"HAS1","Glycosaminoglycan metabolism","BRCA","HAS1 BRCA"
"HAS1","Glycosaminoglycan metabolism","BLCA","HAS1 BLCA"
"HAS1","Glycosaminoglycan metabolism","LUSC","HAS1 LUSC"
"HAS1","Glycosaminoglycan metabolism","HNSC","HAS1 HNSC"
"HAS1","Glycosaminoglycan metabolism","KICH","HAS1 KICH"
"HDAC2","SUMOylation of chromatin organization proteins","COAD","HDAC2 COAD"
"HDAC2","SUMOylation of chromatin organization proteins","UCEC","HDAC2 UCEC"
"HDAC7","SUMO E3 ligases SUMOylate target proteins","COAD","HDAC7 COAD"
"HELZ2","Activation of gene expression by SREBF (SREBP)","LUAD","HELZ2 LUAD"
"HELZ2","Activation of gene expression by SREBF (SREBP)","KIRP","HELZ2 KIRP"
"HERC2","SUMOylation of DNA damage response and repair proteins","KIRP","HERC2 KIRP"
"HERC2","SUMOylation of DNA damage response and repair proteins","PRAD","HERC2 PRAD"
"HIF1A","Neddylation","CESC","HIF1A CESC"
"HIF1A","Neddylation","STAD","HIF1A STAD"
"HIF1A","Neddylation","SKCM","HIF1A SKCM"
"HIF1A","Neddylation","ESCA","HIF1A ESCA"
"HIF1A","Neddylation","LUNG","HIF1A LUNG"
"HIF1A","Neddylation","UCEC","HIF1A UCEC"
"HIF1A","Neddylation","LUSC","HIF1A LUSC"
"HIF1A","Neddylation","KIRC","HIF1A KIRC"
"HIF1A","Neddylation","COAD","HIF1A COAD"
"HIF1A","Neddylation","KIRP","HIF1A KIRP"
"HIF1A","Neddylation","READ","HIF1A READ"
"HIF1A","Neddylation","GBM","HIF1A GBM"
"HIF1A","Neddylation","UCS","HIF1A UCS"
"HIF1A","Neddylation","PANCAN","HIF1A PANCAN"
"HIF1A","Neddylation","BLCA","HIF1A BLCA"
"HIF1A","Neddylation","CNL","HIF1A CNL"
"HLA-A","Metabolism of proteins","UCEC","HLA-A UCEC"
"HLA-A","Metabolism of proteins","CHOL","HLA-A CHOL"
"HLA-A","Metabolism of proteins","LUSC","HLA-A LUSC"
"HLA-A","Metabolism of proteins","ESCA","HLA-A ESCA"
"HLA-A","Metabolism of proteins","PANCAN","HLA-A PANCAN"
"HLA-A","Metabolism of proteins","HNSC","HLA-A HNSC"
"HLA-A","Metabolism of proteins","CESC","HLA-A CESC"
"HLA-A","Metabolism of proteins","STAD","HLA-A STAD"
"HLA-A","Metabolism of proteins","DLBC","HLA-A DLBC"
"HLA-A","Metabolism of proteins","COAD","HLA-A COAD"
"HLA-A","Metabolism of proteins","BLCA","HLA-A BLCA"
"HNRNPK","SUMO E3 ligases SUMOylate target proteins","BRCA","HNRNPK BRCA"
"HSP90AA1","eNOS activation","KIRP","HSP90AA1 KIRP"
"HSP90AA1","eNOS activation","STAD","HSP90AA1 STAD"
"HSP90AA1","eNOS activation","DLBC","HSP90AA1 DLBC"
"HSP90AA1","eNOS activation","HNSC","HSP90AA1 HNSC"
"HSP90AA1","eNOS activation","BLCA","HSP90AA1 BLCA"
