"","CancerType","Pathway","Gene"
"5702","SKCM","Oxidative phosphorylation","NDUFC2-KCTD14"
"5703","SKCM","Oxidative phosphorylation","SDHA"
"5704","UVM","Oxidative phosphorylation","NDUFA7"
"5705","SKCM","Oxidative phosphorylation","SDHC"
"5706","SKCM","Oxidative phosphorylation","SDHD"
"5707","PRAD","Oxidative phosphorylation","ATP6V0C"
"5708","PRAD","Oxidative phosphorylation","ATP6V0B"
"5709","PAST","Oxidative phosphorylation","ATP6V1G1"
"5710","PRAD","Oxidative phosphorylation","ATP6V0D2"
"5711","SKCM","Oxidative phosphorylation","UQCRC1"
"5712","SKCM","Oxidative phosphorylation","UQCRC2"
"5713","LGG","Oxidative phosphorylation","ATP6"
"5714","LGG","Oxidative phosphorylation","ATP5PB"
"5715","SKCM","Oxidative phosphorylation","UQCRHL"
"5716","UCS","Oxidative phosphorylation","ATP5PF"
"5717","UCS","Oxidative phosphorylation","ATP8"
"5718","THYM","Oxidative phosphorylation","NDUFB6"
"5719","SKCM","Oxidative phosphorylation","UQCR11"
"5720","SKCM","Oxidative phosphorylation","COX10"
"5721","WT","Oxidative phosphorylation","ATP6V0D1"
"5722","THYM","Oxidative phosphorylation","NDUFB9"
"5723","LGG","Oxidative phosphorylation","COX3"
"5724","LGG","Oxidative phosphorylation","COX1"
"5725","PRAD","Oxidative phosphorylation","UQCR10"
"5726","PRAD","Oxidative phosphorylation","UQCR11"
"5727","THYM","Oxidative phosphorylation","SDHA"
"5728","WT","Oxidative phosphorylation","PPA2"
"5729","WT","Oxidative phosphorylation","ATP12A"
"5730","PRAD","Oxidative phosphorylation","NDUFA6"
"5731","DLBC","Oxidative phosphorylation","SDHB"
"5732","DLBC","Oxidative phosphorylation","SDHC"
"5733","STAD","Oxidative phosphorylation","ATP6V0B"
"5734","SKCM","Oxidative phosphorylation","COX8C"
"5735","PRAD","Oxidative phosphorylation","NDUFA11"
"5736","PRAD","Oxidative phosphorylation","NDUFA12"
"5737","UCS","Oxidative phosphorylation","NDUFC2-KCTD14"
"5738","UCS","Oxidative phosphorylation","SDHA"
"5739","SKCM","Oxidative phosphorylation","CYCS"
"5740","SKCM","Oxidative phosphorylation","ATP5F1A"
"5741","OV","Oxidative phosphorylation","ND4"
"5742","SKCM","Oxidative phosphorylation","ATP5F1C"
"5743","SKCM","Oxidative phosphorylation","ATP5F1D"
"5744","SKCM","Oxidative phosphorylation","ATP5F1E"
"5745","READ","Oxidative phosphorylation","NDUFC2-KCTD14"
"5746","READ","Oxidative phosphorylation","SDHA"
"5747","READ","Oxidative phosphorylation","SDHB"
"5748","READ","Oxidative phosphorylation","SDHC"
"5749","READ","Oxidative phosphorylation","SDHD"
"5750","LGG","Oxidative phosphorylation","ATP5F1D"
"5751","LGG","Oxidative phosphorylation","ATP5F1E"
"5752","LGG","Oxidative phosphorylation","ATP5PO"
"5753","LAML","Oxidative phosphorylation","NDUFA2"
"5754","SKCM","Oxidative phosphorylation","UQCRH"
"5755","WT","Oxidative phosphorylation","ATP6V0A2"
"5756","THYM","Oxidative phosphorylation","NDUFB4"
"5757","THYM","Oxidative phosphorylation","NDUFB5"
"5758","LGG","Oxidative phosphorylation","UQCRH"
"5759","PRAD","Oxidative phosphorylation","CYTB"
"5760","PRAD","Oxidative phosphorylation","CYC1"
"5761","UCS","Oxidative phosphorylation","ATP6V1B2"
"5762","UCS","Oxidative phosphorylation","ATP6V1C2"
"5763","WT","Oxidative phosphorylation","ATP6V0E1"
"5764","WT","Oxidative phosphorylation","ATP6V0E2"
"5765","PAST","Oxidative phosphorylation","ATP4B"
"5766","SKCM","Oxidative phosphorylation","COX6A2"
"5767","STAD","Oxidative phosphorylation","COX7A2"
"5768","SKCM","Oxidative phosphorylation","COX6B2"
"5769","STAD","Oxidative phosphorylation","COX7A2L"
"5770","STAD","Oxidative phosphorylation","COX7B"
"5771","WT","Oxidative phosphorylation","ATP5MC2"
"5772","WT","Oxidative phosphorylation","ATP5MC3"
"5773","WT","Oxidative phosphorylation","ATP5PD"
"5774","STAD","Oxidative phosphorylation","ATP6V0D1"
"5775","STAD","Oxidative phosphorylation","ATP6V0D2"
"5776","STAD","Oxidative phosphorylation","ATP6V0E1"
"5777","UVM","Oxidative phosphorylation","UQCR10"
"5778","PRAD","Oxidative phosphorylation","NDUFA13"
"5779","UCS","Oxidative phosphorylation","SDHB"
"5780","UCS","Oxidative phosphorylation","SDHC"
"5781","PRAD","Oxidative phosphorylation","NDUFB3"
"5782","OV","Oxidative phosphorylation","ND4L"
"5783","OV","Oxidative phosphorylation","ND5"
"5784","UCS","Oxidative phosphorylation","CYC1"
"5785","OV","Oxidative phosphorylation","NDUFS1"
"5786","UCS","Oxidative phosphorylation","UQCRC2"
"5787","DLBC","Oxidative phosphorylation","COX1"
"5788","DLBC","Oxidative phosphorylation","COX2"
"5789","DLBC","Oxidative phosphorylation","COX4I2"
"5790","THYM","Oxidative phosphorylation","COX5B"
"5791","LAML","Oxidative phosphorylation","NDUFV3"
"5792","THYM","Oxidative phosphorylation","COX6B1"
"5793","UVM","Oxidative phosphorylation","NDUFA13"
"5794","THYM","Oxidative phosphorylation","NDUFB2"
"5795","UVM","Oxidative phosphorylation","NDUFB1"
"5796","UVM","Oxidative phosphorylation","NDUFB2"
"5797","LGG","Oxidative phosphorylation","UQCRC2"
"5798","PRAD","Oxidative phosphorylation","UQCRFS1"
"5799","SKCM","Oxidative phosphorylation","UQCRQ"
"5800","SKCM","Oxidative phosphorylation","UQCR10"
"5801","WT","Oxidative phosphorylation","ATP6V0B"
"5802","STAD","Oxidative phosphorylation","ATP6V1D"
"5803","NSCLC","Oxidative phosphorylation","CYCS"
"5804","STAD","Oxidative phosphorylation","COX6B1"
"5805","WT","Oxidative phosphorylation","ATP6AP1"
"5806","THYM","Oxidative phosphorylation","NDUFC2"
"5807","THYM","Oxidative phosphorylation","NDUFC2-KCTD14"
"5808","STAD","Oxidative phosphorylation","ATP6V1G2"
"5809","WT","Oxidative phosphorylation","ATP4B"
"5810","UVM","Oxidative phosphorylation","SDHD"
"5811","SKCM","Oxidative phosphorylation","COX7A1"
"5812","THYM","Oxidative phosphorylation","SDHC"
"5813","THYM","Oxidative phosphorylation","SDHD"
"5814","WT","Oxidative phosphorylation","ATP5ME"
"5815","PRAD","Oxidative phosphorylation","NDUFAB1"
"5816","PRAD","Oxidative phosphorylation","ATP6V1E2"
"5817","DLBC","Oxidative phosphorylation","CYC1"
"5818","DLBC","Oxidative phosphorylation","UQCRC1"
"5819","PRAD","Oxidative phosphorylation","NDUFB1"
"5820","PRAD","Oxidative phosphorylation","NDUFB2"
"5821","DLBC","Oxidative phosphorylation","UQCRHL"
"5822","PRAD","Oxidative phosphorylation","NDUFB4"
"5823","PRAD","Oxidative phosphorylation","NDUFB5"
"5824","PRAD","Oxidative phosphorylation","NDUFB6"
"5825","PRAD","Oxidative phosphorylation","NDUFB7"
"5826","UVM","Oxidative phosphorylation","NDUFA8"
"5827","UVM","Oxidative phosphorylation","NDUFA9"
"5828","SKCM","Oxidative phosphorylation","UQCRFS1"
"5829","PAST","Oxidative phosphorylation","ATP6V1FP2"
"5830","SKCM","Oxidative phosphorylation","CYTB"
"5831","PAST","Oxidative phosphorylation","ATP6V1G3"
"5832","UVM","Oxidative phosphorylation","NDUFA12"
"5833","WT","Oxidative phosphorylation","ATP6V1H"
"5834","PRAD","Oxidative phosphorylation","SDHA"
"5835","PRAD","Oxidative phosphorylation","SDHB"
"5836","PRAD","Oxidative phosphorylation","SDHC"
"5837","PRAD","Oxidative phosphorylation","SDHD"
"5838","SKCM","Oxidative phosphorylation","UQCRB"
"5839","WT","Oxidative phosphorylation","ATP6V0A4"
"5840","WT","Oxidative phosphorylation","ATP6V0A1"
"5841","PAST","Oxidative phosphorylation","ATP6V0A1"
"5842","SKCM","Oxidative phosphorylation","COX3"
"5843","STAD","Oxidative phosphorylation","ATP6V1E2"
"5844","STAD","Oxidative phosphorylation","ATP6V1E1"
"5845","STAD","Oxidative phosphorylation","COX6B2"
"5846","STAD","Oxidative phosphorylation","COX6C"
"5847","STAD","Oxidative phosphorylation","COX7A1"
"5848","PAST","Oxidative phosphorylation","ATP12A"
"5849","NSCLC","Oxidative phosphorylation","ATP5F1D"
"5850","PAST","Oxidative phosphorylation","ATP4A"
"5851","UVM","Oxidative phosphorylation","UQCRFS1"
"5852","PRAD","Oxidative phosphorylation","NDUFA7"
"5853","PRAD","Oxidative phosphorylation","NDUFA8"
"5854","DLBC","Oxidative phosphorylation","SDHD"
"5855","DLBC","Oxidative phosphorylation","UQCRFS1"
"5856","UVM","Oxidative phosphorylation","UQCRQ"
"5857","STAD","Oxidative phosphorylation","COX17"
"5858","STAD","Oxidative phosphorylation","CYCS"
"5859","DLBC","Oxidative phosphorylation","UQCRC2"
"5860","DLBC","Oxidative phosphorylation","UQCRH"
"5861","UVM","Oxidative phosphorylation","COX3"
"5862","UCS","Oxidative phosphorylation","SDHD"
"5863","UCS","Oxidative phosphorylation","UQCRFS1"
"5864","UCS","Oxidative phosphorylation","CYTB"
"5865","STAD","Oxidative phosphorylation","NDUFS7"
"5866","WT","Oxidative phosphorylation","ATP6V1E2"
"5867","THYM","Oxidative phosphorylation","NDUFA9"
"5868","THYM","Oxidative phosphorylation","NDUFA10"
"5869","WT","Oxidative phosphorylation","ATP6V1FP2"
"5870","WT","Oxidative phosphorylation","ATP6V1G1"
"5871","WT","Oxidative phosphorylation","ATP6V1G3"
"5872","WT","Oxidative phosphorylation","ATP6V1G2"
"5873","LAML","Oxidative phosphorylation","NDUFA1"
"5874","THYM","Oxidative phosphorylation","COX6A2"
"5875","STAD","Oxidative phosphorylation","ATP5MGL"
"5876","STAD","Oxidative phosphorylation","ATP5PF"
"5877","WT","Oxidative phosphorylation","TCIRG1"
"5878","STAD","Oxidative phosphorylation","ATP6V1A"
"5879","UVM","Oxidative phosphorylation","NDUFB3"
"5880","UVM","Oxidative phosphorylation","NDUFB4"
"5881","WT","Oxidative phosphorylation","ATP6V0C"
"5882","STAD","Oxidative phosphorylation","ATP6V1C1"
"5883","SKCM","Oxidative phosphorylation","COX1"
"5884","SKCM","Oxidative phosphorylation","COX2"
"5885","STAD","Oxidative phosphorylation","ATP6V1F"
"5886","STAD","Oxidative phosphorylation","ATP6V1FP2"
"5887","STAD","Oxidative phosphorylation","ATP6V1G1"
"5888","STAD","Oxidative phosphorylation","ATP6V1G3"
"5889","WT","Oxidative phosphorylation","ATP4A"
"5890","PAST","Oxidative phosphorylation","ATP6AP1"
"5891","NSCLC","Oxidative phosphorylation","ATP5F1E"
"5892","STAD","Oxidative phosphorylation","COX7B2"
"5893","UVM","Oxidative phosphorylation","UQCRC1"
"5894","PRAD","Oxidative phosphorylation","NDUFA9"
"5895","PRAD","Oxidative phosphorylation","NDUFA10"
"5896","DLBC","Oxidative phosphorylation","CYTB"
"5897","THYM","Oxidative phosphorylation","CYC1"
"5898","THYM","Oxidative phosphorylation","UQCRC1"
"5899","UVM","Oxidative phosphorylation","UQCR11"
"5900","UVM","Oxidative phosphorylation","COX10"
"5901","THYM","Oxidative phosphorylation","UQCRHL"
"5902","UVM","Oxidative phosphorylation","COX1"
"5903","UVM","Oxidative phosphorylation","COX2"
"5904","UVM","Oxidative phosphorylation","COX4I2"
"5905","UVM","Oxidative phosphorylation","COX4I1"
"5906","UCS","Oxidative phosphorylation","UQCRC1"
"5907","DLBC","Oxidative phosphorylation","COX3"
"5908","THYM","Oxidative phosphorylation","COX2"
"5909","THYM","Oxidative phosphorylation","COX4I2"
"5910","THYM","Oxidative phosphorylation","COX4I1"
"5911","THYM","Oxidative phosphorylation","COX5A"
"5912","THYM","Oxidative phosphorylation","COX6A1"
"5913","PRAD","Oxidative phosphorylation","NDUFC2-KCTD14"
"5914","STAD","Oxidative phosphorylation","ATP5MG"
"5915","LGG","Oxidative phosphorylation","ATP5F1C"
"5916","NSCLC","Oxidative phosphorylation","ATP6V1G3"
"5917","NSCLC","Oxidative phosphorylation","ATP6V1G2"
"5918","STAD","Oxidative phosphorylation","ATP8"
"5919","NSCLC","Oxidative phosphorylation","TCIRG1"
"5920","STAD","Oxidative phosphorylation","ATP6V1B1"
"5921","PAST","Oxidative phosphorylation","ATP6V0A2"
"5922","PAST","Oxidative phosphorylation","ATP6V0A4"
"5923","PAST","Oxidative phosphorylation","ATP6V0C"
"5924","PAST","Oxidative phosphorylation","ATP6V0B"
"5925","UVM","Oxidative phosphorylation","NDUFC2"
"5926","UVM","Oxidative phosphorylation","NDUFC2-KCTD14"
"5927","UVM","Oxidative phosphorylation","SDHA"
"5928","UVM","Oxidative phosphorylation","SDHB"
"5929","NSCLC","Oxidative phosphorylation","ATP5F1C"
"5930","UCS","Oxidative phosphorylation","ATP6V1C1"
"5931","UCS","Oxidative phosphorylation","ATP6V1E2"
"5932","THYM","Oxidative phosphorylation","ATP6V0E2"
"5933","UVM","Oxidative phosphorylation","CYTB"
"5934","WT","Oxidative phosphorylation","PPA1"
"5935","THYM","Oxidative phosphorylation","UQCRFS1"
"5936","UVM","Oxidative phosphorylation","UQCRB"
"5937","STAD","Oxidative phosphorylation","COX15"
"5938","THYM","Oxidative phosphorylation","LHPP"
"5939","THYM","Oxidative phosphorylation","UQCRC2"
"5940","THYM","Oxidative phosphorylation","UQCRH"
"5941","STAD","Oxidative phosphorylation","ATP5F1B"
"5942","THYM","Oxidative phosphorylation","UQCRB"
"5943","VULVA","Oxidative phosphorylation","ATP5F1E"
"5944","VULVA","Oxidative phosphorylation","ATP5PO"
"5945","VULVA","Oxidative phosphorylation","ATP6"
"5946","LGG","Oxidative phosphorylation","COX15"
"5947","PRAD","Oxidative phosphorylation","NDUFB8"
"5948","PRAD","Oxidative phosphorylation","NDUFB9"
"5949","UVM","Oxidative phosphorylation","NDUFA10"
"5950","UVM","Oxidative phosphorylation","NDUFAB1"
"5951","PRAD","Oxidative phosphorylation","NDUFC1"
"5952","SKCM","Oxidative phosphorylation","CYC1"
"5953","UVM","Oxidative phosphorylation","NDUFA11"
"5954","STAD","Oxidative phosphorylation","ATP5MF"
"5955","LGG","Oxidative phosphorylation","ATP5F1B"
"5956","NSCLC","Oxidative phosphorylation","ATP6V1G1"
"5957","PAAD","Oxidative phosphorylation","PPA2"
"5958","PAAD","Oxidative phosphorylation","PPA1"
"5959","NSCLC","Oxidative phosphorylation","ATP6V1H"
"5960","ANSC","Oxidative phosphorylation","UQCRC1"
"5961","STAD","Oxidative phosphorylation","ATP6V1B2"
"5962","STAD","Oxidative phosphorylation","ATP6V1C2"
"5963","UVM","Oxidative phosphorylation","NDUFB5"
"5964","UVM","Oxidative phosphorylation","NDUFB7"
"5965","WT","Oxidative phosphorylation","ATP6V0D2"
"5966","PAST","Oxidative phosphorylation","ATP6V0D2"
"5967","NSCLC","Oxidative phosphorylation","ATP5F1A"
"5968","NSCLC","Oxidative phosphorylation","ATP5F1B"
"5969","PAST","Oxidative phosphorylation","ATP6V0E2"
"5970","STAD","Oxidative phosphorylation","ATP5F1D"
"5971","UCS","Oxidative phosphorylation","ATP6V1D"
"5972","UVM","Oxidative phosphorylation","SDHC"
"5973","UCS","Oxidative phosphorylation","ATP6V1F"
"5974","UVM","Oxidative phosphorylation","UQCRC2"
"5975","UVM","Oxidative phosphorylation","UQCRH"
"5976","THYM","Oxidative phosphorylation","CYTB"
"5977","STAD","Oxidative phosphorylation","COX11"
"5978","THYM","Oxidative phosphorylation","PPA1"
"5979","NSCLC","Oxidative phosphorylation","ATP5MF"
"5980","STAD","Oxidative phosphorylation","ATP5F1A"
"5981","NSCLC","Oxidative phosphorylation","ATP5MG"
"5982","STAD","Oxidative phosphorylation","ATP5F1C"
"5983","NSCLC","Oxidative phosphorylation","ATP6V1FP2"
"5984","STAD","Oxidative phosphorylation","ATP5F1E"
"5985","STAD","Oxidative phosphorylation","ATP5PO"
"5986","DLBC","Oxidative phosphorylation","UQCR10"
"5987","DLBC","Oxidative phosphorylation","COX10"
"5988","THYM","Oxidative phosphorylation","COX1"
"5989","PRAD","Oxidative phosphorylation","NDUFB10"
"5990","PRAD","Oxidative phosphorylation","NDUFB11"
"5991","UVM","Oxidative phosphorylation","COX6B1"
"5992","PRAD","Oxidative phosphorylation","NDUFC2"
"5993","UVM","Oxidative phosphorylation","COX6C"
"5994","LGG","Oxidative phosphorylation","ATP5F1A"
"5995","NSCLC","Oxidative phosphorylation","ATP6V1F"
"5996","UVM","Oxidative phosphorylation","NDUFB11"
"5997","PAAD","Oxidative phosphorylation","ATP12A"
"5998","UVM","Oxidative phosphorylation","NDUFC1"
"5999","DLBC","Oxidative phosphorylation","UQCRQ"
"6000","PAAD","Oxidative phosphorylation","LHPP"
"6001","NSCLC","Oxidative phosphorylation","ATP6V0A2"
"6002","NSCLC","Oxidative phosphorylation","ATP6V0A4"
"6003","ANSC","Oxidative phosphorylation","UQCRH"
"6004","THYM","Oxidative phosphorylation","ATP12A"
"6005","PAST","Oxidative phosphorylation","ATP6V0D1"
"6006","UVM","Oxidative phosphorylation","NDUFB9"
"6007","UVM","Oxidative phosphorylation","NDUFB10"
"6008","PAST","Oxidative phosphorylation","ATP6V0E1"
"6009","NSCLC","Oxidative phosphorylation","ATP5MGL"
"6010","NSCLC","Oxidative phosphorylation","ATP5PF"
"6011","DLBC","Oxidative phosphorylation","UQCRB"
"6012","NSCLC","Oxidative phosphorylation","ATP8"
"6013","UCS","Oxidative phosphorylation","ATP6V1E1"
"6014","STAD","Oxidative phosphorylation","COX7C"
"6015","STAD","Oxidative phosphorylation","COX8C"
"6016","UVM","Oxidative phosphorylation","UQCRHL"
"6017","UVM","Oxidative phosphorylation","COX6A2"
"6018","THYM","Oxidative phosphorylation","PPA2"
"6019","NSCLC","Oxidative phosphorylation","ATP5PD"
"6020","NSCLC","Oxidative phosphorylation","ATP5ME"
"6021","UCS","Oxidative phosphorylation","ATP6V0A2"
"6022","NSCLC","Oxidative phosphorylation","ATP6V1E1"
"6023","UCS","Oxidative phosphorylation","PPA1"
"6024","UCS","Oxidative phosphorylation","LHPP"
"6025","UCS","Oxidative phosphorylation","ATP6V0A4"
"6026","STAD","Oxidative phosphorylation","ATP6"
"6027","STAD","Oxidative phosphorylation","ATP5PB"
"6028","LGG","Oxidative phosphorylation","COX17"
"6029","UVM","Oxidative phosphorylation","COX6A1"
"6030","WT","Oxidative phosphorylation","LHPP"
"6031","WT","Oxidative phosphorylation","ATP6V1E1"
"6032","UVM","Oxidative phosphorylation","COX6B2"
"6033","STAD","Oxidative phosphorylation","ATP5ME"
"6034","LGG","Oxidative phosphorylation","CYCS"
"6035","UCS","Oxidative phosphorylation","ATP12A"
"6036","UCS","Oxidative phosphorylation","ATP6V0A1"
"6037","UCS","Oxidative phosphorylation","ATP6V0C"
"6038","ANSC","Oxidative phosphorylation","UQCRC2"
"6039","NSCLC","Oxidative phosphorylation","ATP6V1A"
"6040","STAD","Oxidative phosphorylation","NDUFS6"
"6041","THYM","Oxidative phosphorylation","ATP6AP1"
"6042","NSCLC","Oxidative phosphorylation","ATP5MC3"
"6043","THYM","Oxidative phosphorylation","COX3"
"6044","NSCLC","Oxidative phosphorylation","ATP5PB"
"6045","UVM","Oxidative phosphorylation","NDUFB8"
"6046","UCS","Oxidative phosphorylation","PPA2"
"6047","UCS","Oxidative phosphorylation","TCIRG1"
"6048","UCS","Oxidative phosphorylation","ATP6V1H"
"6049","UCS","Oxidative phosphorylation","ATP6V1G2"
"6050","NSCLC","Oxidative phosphorylation","ATP6V1B2"
"6051","UVM","Oxidative phosphorylation","CYC1"
"6052","UCS","Oxidative phosphorylation","ATP6V0B"
"6053","THYM","Oxidative phosphorylation","UQCRQ"
"6054","NSCLC","Oxidative phosphorylation","ATP5MC1"
"6055","WT","Oxidative phosphorylation","ATP6V1F"
"6056","NSCLC","Oxidative phosphorylation","ATP5PO"
"6057","STAD","Oxidative phosphorylation","ATP5MC2"
"6058","UCS","Oxidative phosphorylation","ATP4B"
"6059","NSCLC","Oxidative phosphorylation","ATP6V1B1"
"6060","STAD","Oxidative phosphorylation","ATP5PD"
"6061","NSCLC","Oxidative phosphorylation","ATP6V1E2"
"6062","STAD","Oxidative phosphorylation","COX8A"
"6063","UVM","Oxidative phosphorylation","COX5B"
"6064","DLBC","Oxidative phosphorylation","UQCR11"
"6065","NSCLC","Oxidative phosphorylation","ATP6V1C2"
"6066","UCS","Oxidative phosphorylation","ATP6V1G3"
"6067","UCS","Oxidative phosphorylation","ATP4A"
"6068","UVM","Oxidative phosphorylation","NDUFB6"
"6069","NSCLC","Oxidative phosphorylation","ATP5MC2"
"6070","UCS","Oxidative phosphorylation","ATP6V0E1"
"6071","STAD","Oxidative phosphorylation","ATP5MC1"
"6072","UCS","Oxidative phosphorylation","ATP6V0D1"
"6073","THYM","Oxidative phosphorylation","UQCR11"
"6074","STAD","Oxidative phosphorylation","ATP5MC3"
"6075","NSCLC","Oxidative phosphorylation","ATP6V1D"
"6076","NSCLC","Oxidative phosphorylation","ATP6"
"6077","UCS","Oxidative phosphorylation","ATP6V1G1"
"6078","THYM","Oxidative phosphorylation","UQCR10"
"6079","UCS","Oxidative phosphorylation","ATP6V0D2"
"6080","UCS","Oxidative phosphorylation","ATP6V0E2"
"6081","UVM","Oxidative phosphorylation","COX5A"
"6082","NSCLC","Oxidative phosphorylation","ATP6V1C1"
"6083","UCS","Oxidative phosphorylation","ATP6V1FP2"
"6084","UCS","Oxidative phosphorylation","ATP6AP1"
"6085","THYM","Oxidative phosphorylation","ATP4B"
"6086","THYM","Oxidative phosphorylation","ATP4A"
"6087","THYM","Oxidative phosphorylation","COX10"
"6088","ESCA","Glycine, serine and threonine metabolism","PGAM2"
"6089","ESCA","Glycine, serine and threonine metabolism","GLYCTK"
"6090","ESCA","Glycine, serine and threonine metabolism","PHGDH"
"6091","ESCA","Glycine, serine and threonine metabolism","PGAM4"
"6092","ESCA","Glycine, serine and threonine metabolism","PSPH"
"6093","ESCA","Glycine, serine and threonine metabolism","GCAT"
"6094","ESCA","Glycine, serine and threonine metabolism","BPGM"
"6095","ESCA","Glycine, serine and threonine metabolism","BHMT"
"6096","ESCA","Glycine, serine and threonine metabolism","PGAM1"
"6097","ESCA","Glycine, serine and threonine metabolism","GRHPR"
"6098","ESCA","Glycine, serine and threonine metabolism","ALDH7A1"
"6099","ESCA","Glycine, serine and threonine metabolism","MAOA"
"6100","ESCA","Glycine, serine and threonine metabolism","PSAT1"
"6101","ESCA","Glycine, serine and threonine metabolism","CBS"
"6102","ESCA","Glycine, serine and threonine metabolism","CTH"
"6103","ESCA","Glycine, serine and threonine metabolism","SARDH"
"6104","ESCA","Glycine, serine and threonine metabolism","AOC3"
"6105","ESCA","Glycine, serine and threonine metabolism","AOC2"
"6106","ESCA","Glycine, serine and threonine metabolism","GLDC"
"6107","ESCA","Glycine, serine and threonine metabolism","SHMT2"
"6108","ESCA","Glycine, serine and threonine metabolism","SRR"
"6109","ESCA","Glycine, serine and threonine metabolism","DMGDH"
"6110","ESCA","Glycine, serine and threonine metabolism","CBS"
"6111","ESCA","Glycine, serine and threonine metabolism","AGXT"
"6112","ESCA","Glycine, serine and threonine metabolism","PIPOX"
"6113","ESCA","Glycine, serine and threonine metabolism","GATM"
"6114","ESCA","Glycine, serine and threonine metabolism","SHMT1"
"6115","ESCA","Glycine, serine and threonine metabolism","GNMT"
"6116","ESCA","Glycine, serine and threonine metabolism","MAOB"
"6117","ESCA","Glycine, serine and threonine metabolism","AGXT2"
"6118","ESCA","Glycine, serine and threonine metabolism","ALAS1"
"6119","ESCA","Glycine, serine and threonine metabolism","ALAS2"
"6120","ESCA","Glycine, serine and threonine metabolism","CHDH"
"6121","ESCA","Glycine, serine and threonine metabolism","SDSL"
"6122","ESCA","Glycine, serine and threonine metabolism","DAO"
"6123","ESCA","Glycine, serine and threonine metabolism","GAMT"
"6124","ESCA","Glycine, serine and threonine metabolism","SDS"
"6125","ESCA","Glycine, serine and threonine metabolism","AMT"
"6126","ESCA","Glycine, serine and threonine metabolism","DLD"
"6127","ESCA","Glycine, serine and threonine metabolism","GCSH"
"6128","HNSC","Cysteine and methionine metabolism","BHMT2"
"6129","HNSC","Cysteine and methionine metabolism","CBS"
"6130","GBM","Cysteine and methionine metabolism","AHCYL1"
"6131","HNSC","Cysteine and methionine metabolism","MAT2B"
"6132","GBM","Cysteine and methionine metabolism","DNMT3A"
"6133","GBM","Cysteine and methionine metabolism","DNMT3B"
"6134","HNSC","Cysteine and methionine metabolism","MAT1A"
"6135","GBM","Cysteine and methionine metabolism","AHCY"
"6136","RCC","Cysteine and methionine metabolism","GOT1L1"
"6137","GBM","Cysteine and methionine metabolism","ADI1"
"6138","COADREAD","Cysteine and methionine metabolism","GOT2"
"6139","HNSC","Cysteine and methionine metabolism","MTR"
"6140","HNSC","Cysteine and methionine metabolism","BHMT"
"6141","CHOL","Cysteine and methionine metabolism","AHCYL1"
"6142","HNSC","Cysteine and methionine metabolism","CBS"
"6143","COADREAD","Cysteine and methionine metabolism","LDHAL6A"
"6144","GBM","Cysteine and methionine metabolism","AHCYL2"
"6145","HNSC","Cysteine and methionine metabolism","MTAP"
"6146","BRCA","Cysteine and methionine metabolism","KYAT3"
"6147","GBM","Cysteine and methionine metabolism","MTAP"
"6148","COADREAD","Cysteine and methionine metabolism","GOT1L1"
"6149","LGG","Cysteine and methionine metabolism","DNMT3A"
"6150","GBM","Cysteine and methionine metabolism","ENOPH1"
"6151","CHOL","Cysteine and methionine metabolism","DNMT3B"
"6152","HNSC","Cysteine and methionine metabolism","AMD1"
"6153","HNSC","Cysteine and methionine metabolism","SMS"
"6154","HNSC","Cysteine and methionine metabolism","KYAT3"
"6155","LGG","Cysteine and methionine metabolism","TAT"
"6156","HNSC","Cysteine and methionine metabolism","SRM"
"6157","GBM","Cysteine and methionine metabolism","SMS"
"6158","LGG","Cysteine and methionine metabolism","LACC1"
"6159","GBM","Cysteine and methionine metabolism","AMD1"
"6160","HNSC","Cysteine and methionine metabolism","KYAT1"
"6161","GBM","Cysteine and methionine metabolism","TAT"
"6162","COADREAD","Cysteine and methionine metabolism","BCAT1"
"6163","COADREAD","Cysteine and methionine metabolism","MPST"
"6164","COADREAD","Cysteine and methionine metabolism","TST"
"6165","COADREAD","Cysteine and methionine metabolism","GCLC"
"6166","OVT","Cysteine and methionine metabolism","CDO1"
"6167","GBM","Cysteine and methionine metabolism","GNMT"
"6168","VULVA","Cysteine and methionine metabolism","CTH"
"6169","CHOL","Cysteine and methionine metabolism","AHCYL2"
"6170","LGG","Cysteine and methionine metabolism","AHCYL1"
"6171","OS","Cysteine and methionine metabolism","BHMT"
"6172","GBM","Cysteine and methionine metabolism","LACC1"
"6173","LGG","Cysteine and methionine metabolism","ADI1"
"6174","HNSC","Cysteine and methionine metabolism","MAT2A"
"6175","LGG","Cysteine and methionine metabolism","DNMT1"
"6176","MBL","Cysteine and methionine metabolism","DNMT1"
"6177","LGG","Cysteine and methionine metabolism","AHCYL2"
"6178","LGG","Cysteine and methionine metabolism","DNMT3B"
"6179","GBM","Cysteine and methionine metabolism","IL4I1"
"6180","COADREAD","Cysteine and methionine metabolism","MDH2"
"6181","LGG","Cysteine and methionine metabolism","GOT2"
"6182","LGG","Cysteine and methionine metabolism","MPST"
"6183","BRCA","Cysteine and methionine metabolism","KYAT1"
"6184","BRCA","Cysteine and methionine metabolism","CBS"
"6185","RCC","Cysteine and methionine metabolism","GOT1"
"6186","HNSC","Cysteine and methionine metabolism","LACC1"
"6187","GBM","Cysteine and methionine metabolism","MRI1"
"6188","COADREAD","Cysteine and methionine metabolism","LDHAL6B"
"6189","MBL","Cysteine and methionine metabolism","GNMT"
